,title,artist,listType,listHighestRank,Tickets Sold,rank_each_year,releaseYear,x,y,rank
1249,Bumblebee,Paramount Pictures,Adventure,17.836737145003383,6088370,50,2019,686.93,186.93,444.0
1250,The Curse of La Llorona,Warner Bros.,Horror,17.817990877980083,5975299,51,2019,958.85,322.57,455.0
1251,Pet Sematary,Paramount Pictures,Horror,17.817825646309803,5974311,52,2019,948.71,237.53,457.0
1252,What Men Want,Paramount Pictures,Romantic Comedy,17.815762420618793,5961998,53,2019,988.28,307.18,459.0
1253,Green Book,Universal,Comedy,17.784427281092324,5778075,54,2019,1496.54,308.67,471.0
1254,Ad Astra,20th Century Fox,Thriller/Suspense,17.731293884514777,5479079,55,2019,1085.64,276.27,491.0
1255,Isn't it Romantic,Warner Bros.,Romantic Comedy,17.703060260251974,5326549,56,2019,1166.94,232.55,501.0
1256,Gemini Man,Paramount Pictures,Action,17.69803822113725,5299865,57,2019,1337.65,219.59,503.0
1257,Spies in Disguise,20th Century Fox,Adventure,17.666560327067007,5135635,58,2019,1777.72,192.05,517.0
1258,MA,Universal,Horror,17.64188913533861,5010483,59,2019,1695.89,305.45,529.0
1259,Five Feet Apart,Lionsgate,Drama,17.638248060719846,4992273,60,2019,1290.45,219.21,532.0
1260,Wonder Park,Paramount Pictures,Adventure,17.626979102352234,4936331,61,2019,779.44,207.77,539.0
1261,Rambo: Last Blood,Lionsgate,Action,17.618150568401216,4892942,62,2019,1492.34,220.23,548.0
1262,Playing with Fire,Paramount Pictures,Comedy,17.608905195543436,4847913,63,2019,1302.6,167.42,554.0
1263,Harriet,Focus Features,Drama,17.56613635746863,4644945,64,2019,1610.47,232.59,573.0
1264,A Dog's Way Home,Sony Pictures,Drama,17.552053708687897,4579990,65,2019,746.02,360.53,579.0
1265,The Angry Birds Movie 2,Sony Pictures,Adventure,17.544981804103905,4547715,66,2019,1276.23,204.28,581.0
1266,Little,Universal,Comedy,17.525673919188524,4460751,67,2019,837.92,229.01,587.0
1267,Queen & Slim,Universal,Drama,17.522204021226507,4445300,68,2019,1368.58,233.06,590.0
1268,Breakthrough,20th Century Fox,Drama,17.52206002382828,4444659,69,2019,1521.2,281.72,591.0
1269,The Mule,Warner Bros.,Drama,17.481225601816604,4266820,70,2019,1804.29,289.02,602.0
1270,Crawl,Paramount Pictures,Horror,17.4794360609669,4259191,71,2019,762.03,127.07,603.0
1271,Escape Room,Sony Pictures,Horror,17.47296600943138,4231723,72,2019,752.75,180.19,605.0
1272,Uncut Gems,A24,Thriller/Suspense,17.414366393750615,3990871,73,2019,1206.03,317.47,623.0
1273,The Hustle,United Artists,Comedy,17.382703561751608,3866488,74,2019,1139.68,188.87,639.0
1274,The Intruder,Sony Pictures,Thriller/Suspense,17.381910917175706,3863425,75,2019,1679.31,235.79,640.0
1275,Last Christmas,Universal,Romantic Comedy,17.374180239617505,3833674,76,2019,1686.75,231.96,644.0
1276,Overcomer,Sony Pictures,Drama,17.362254337127734,3788225,77,2019,1256.66,287.66,647.0
1277,Mary Poppins Returns,Walt Disney,Musical,17.316287055150827,3618032,78,2019,924.1,194.35,666.0
1278,Cold Pursuit,Lionsgate,Thriller/Suspense,17.28557651005499,3508609,79,2019,887.13,279.77,683.0
1279,Doctor Sleep,Warner Bros.,Horror,17.266865327449658,3443570,80,2019,1531.9,268.64,693.0
1280,Dragon Ball Super: Broly,FUNimation,Action,17.229188235733695,3316239,81,2019,1674.43,296.29,712.0
1281,Long Shot,Lionsgate,Romantic Comedy,17.227195123048137,3309636,82,2019,1456.49,217.14,716.0
1282,Child's Play,United Artists,Horror,17.189966999812125,3188690,83,2019,648.95,187.49,735.0
1283,Ready or Not,Fox Searchlight,Black Comedy,17.172903411493586,3134741,84,2019,1839.38,320.06,742.0
1284,21 Bridges,STX Entertainment,Thriller/Suspense,17.157135449541904,3085700,85,2019,586.83,281.14,748.0
1285,Happy Death Day 2U,Universal,Thriller/Suspense,17.15299148050327,3072940,86,2019,1609.56,240.77,750.0
1286,Midsommar,A24,Horror,17.127015262070184,2994144,87,2019,1704.34,274.44,763.0
1287,Bohemian Rhapsody,20th Century Fox,Drama,17.092285637737458,2891943,88,2019,1899.7,264.84,777.0
1288,The Art of Racing in the Rain,20th Century Fox,Drama,17.08898130484422,2882403,89,2019,1693.7,313.41,781.0
1289,Countdown,STX Entertainment,Horror,17.058798487791577,2796704,90,2019,1652.83,281.52,791.0
1290,Bombshell,Lionsgate,Drama,17.01784927551747,2684494,91,2019,1011.4,309.52,807.0
1291,Judy,Roadside Attractions,Drama,16.994720178462714,2623117,92,2019,1698.13,194.24,817.0
1292,Parasite,Neon,Black Comedy,16.987332049237065,2603808,93,2019,1713.97,284.49,820.0
1293,Fighting With My Family,MGM,Comedy,16.949202411483252,2506395,94,2019,1547.28,191.45,833.0
1294,On the Basis of Sex,Focus Features,Drama,16.948657020074947,2505029,95,2019,1488.2,305.98,834.0
1295,A Dog's Journey,Universal,Drama,16.941497593095633,2487158,96,2019,1707.65,289.92,836.0
1296,Booksmart,United Artists,Comedy,16.937036452150032,2476087,97,2019,911.4,214.24,839.0
1297,Stuber,20th Century Fox,Comedy,16.923251538894725,2442189,98,2019,741.43,152.37,844.0
1298,47 Meters Down: Uncaged,Entertainment Stu...,Thriller/Suspense,16.918342334261197,2430229,99,2019,1819.11,173.8,846.0
1299,Black and Blue,Sony Pictures,Action,16.907131434912497,2403136,100,2019,784.65,291.65,850.0
1300,Hellboy,Lionsgate,Horror,16.902168321696195,2391238,101,2019,608.79,220.57,851.0
1301,Jojo Rabbit,Fox Searchlight,Black Comedy,16.88725666493551,2355846,102,2019,1390.67,194.43,858.0
1302,Shaft,Warner Bros.,Comedy,16.87704063754868,2331901,103,2019,1195.24,260.35,864.0
1303,The Peanut Butter Falcon,Roadside Attractions,Adventure,16.833843403658697,2233314,104,2019,776.62,323.52,883.0
1304,UglyDolls,STX Entertainment,Adventure,16.81872680658321,2199807,105,2019,950.43,324.82,887.0
1305,Cats,Universal,Musical,16.809746462516387,2180141,106,2019,977.32,212.46,890.0
1306,Unplanned,Pure Flix Enterta...,Drama,16.760218395721846,2074793,107,2019,894.79,297.5,908.0
1307,The Favourite,Fox Searchlight,Black Comedy,16.732108602719467,2017283,108,2019,1090.9,340.35,919.0
1308,Vice,Annapurna Pictures,Black Comedy,16.71190773760344,1976941,109,2019,1249.91,319.22,929.0
1309,Richard Jewell,Warner Bros.,Drama,16.69595638304297,1945657,110,2019,1363.04,266.04,935.0
1310,Charlie's Angels,Sony Pictures,Action,16.69415723384546,1942159,111,2019,1046.48,144.54,938.0
1311,The Farewell,A24,Drama,16.68910220282913,1932366,112,2019,1555.66,192.11,946.0
1312,BrightBurn,Sony Pictures,Horror,16.663869044922482,1884216,113,2019,856.16,216.65,963.0
1313,The Good Liar,Warner Bros.,Thriller/Suspense,16.64715084188048,1852978,114,2019,1114.65,343.58,969.0
1314,The Kid Who Would Be King,20th Century Fox,Adventure,16.63634107976338,1833055,115,2019,1243.99,344.47,973.0
1315,Missing Link,United Artists,Adventure,16.627893086319727,1817635,116,2019,813.11,146.16,975.0
1316,Late Night,Amazon Studios,Comedy,16.556353485111067,1692144,117,2019,647.11,306.73,997.0
1317,Miss Bala,Sony Pictures,Action,16.523429217081883,1637339,118,2019,1462.53,222.53,1009.0
1318,The Prodigy,Orion Pictures,Horror,16.51393396986807,1621865,119,2019,1044.16,252.36,1014.0
1319,A Star is Born,Warner Bros.,Drama,16.463880179002377,1542684,120,2019,1252.39,281.61,1033.0
1320,Ralph Breaks The Internet,Walt Disney,Adventure,16.45020251605203,1521726,121,2019,1905.09,298.97,1040.0
1321,Poms,STX Entertainment,Comedy,16.427866265423056,1488113,122,2019,774.97,103.74,1044.0
1322,They Shall Not Grow Old,Warner Bros.,Documentary,16.32128740225065,1337672,123,2019,1379.88,233.75,1083.0
1323,The Kitchen,Warner Bros.,Drama,16.315308447500374,1329698,124,2019,1882.54,294.82,1087.0
1324,After,Aviron Pictures,Drama,16.311898132325588,1325170,125,2019,1298.03,211.95,1088.0
1325,Blinded by the Light,Warner Bros.,Drama,16.29214517194045,1299252,126,2019,733.87,304.64,1095.0
1326,The Lighthouse,A24,Horror,16.195919282918954,1180056,127,2019,1332.55,305.27,1120.0
1327,Dark Waters,Focus Features,Drama,16.17955559438473,1160904,128,2019,1393.6,265.41,1127.0
1328,Greta,Focus Features,Thriller/Suspense,16.171096935899218,1151126,129,2019,1324.32,320.74,1130.0
1329,If Beale Street Could Talk,Annapurna Pictures,Drama,16.1675070506924,1147000,130,2019,1714.45,242.09,1133.0
1330,The Best of Enemies,STX Entertainment,Drama,16.138448714971705,1114150,131,2019,1274.4,355.9,1144.0
1331,Black Christmas,Universal,Horror,16.104774314645372,1077257,132,2019,823.49,251.33,1156.0
1332,Hotel Mumbai,Bleecker Street,Thriller/Suspense,16.079302846239166,1050163,133,2019,1175.17,231.64,1162.0
1333,Motherless Brooklyn,Warner Bros.,Drama,16.043128109480715,1012853,134,2019,1473.32,315.31,1178.0
1334,No Manches Frida 2,Lionsgate,Comedy,16.042393177493533,1012109,135,2019,585.4,227.66,1179.0
1335,Where'd You Go Bernadette,United Artists,Comedy,16.034535330399123,1004187,136,2019,1475.96,210.04,1183.0
1336,Apollo 11,Neon,Documentary,16.01719451082243,986924,137,2019,823.42,244.31,1191.0
1337,Serenity,Aviron Pictures,Thriller/Suspense,15.96109616713956,933083,138,2019,865.91,229.42,1203.0
1338,Anna,Lionsgate,Action,15.86240230634506,845392,139,2019,1836.24,239.83,1235.0
1339,Penguins,Walt Disney,Documentary,15.856659715460122,840552,140,2019,1831.73,289.21,1237.0
1340,Brittany Runs a Marathon,Amazon Studios,Drama,15.780710878102537,779076,141,2019,1126.51,272.23,1264.0
1341,The Dead Don't Die,Focus Features,Horror,15.729792333262953,740400,142,2019,1828.76,269.86,1284.0
1342,Mary Queen of Scots,Focus Features,Drama,15.723907073119914,736056,143,2019,657.17,155.79,1287.0
1343,Jexi,Lionsgate,Comedy,15.694389023390803,714646,144,2019,1767.73,278.34,1296.0
1344,Second Act,STX Entertainment,Comedy,15.685751670885429,708500,145,2019,639.52,277.24,1298.0
1345,Run the Race,Roadside Attractions,Drama,15.67561691229722,701355,146,2019,1407.5,305.66,1303.0
1346,Free Solo,Greenwich,Documentary,15.622799157006952,665273,147,2019,1180.92,296.22,1318.0
1347,The Current War: Director's...,101 Studios,Drama,15.603709194947442,652693,148,2019,818.24,182.98,1327.0
1348,Captive State,Focus Features,Thriller/Suspense,15.600298280948426,650471,149,2019,1098.23,211.36,1329.0
1349,The Wandering Earth,CMC Pictures,Action,15.586299508176031,641428,150,2019,1408.93,278.61,1333.0
1350,Arctic Dogs,Entertainment Stu...,Adventure,15.573583797160865,633324,151,2019,1506.48,208.81,1341.0
1351,Gloria Bell,A24,Drama,15.540261435719005,612568,152,2019,1296.35,290.66,1352.0
1352,The Mustang,Focus Features,Drama,15.49014427547752,582624,153,2019,1638.18,218.77,1372.0
1353,The Goldfinch,Warner Bros.,Drama,15.48935342011568,582164,154,2019,1163.49,239.94,1373.0
1354,Stan & Ollie,Sony Pictures Cla...,Drama,15.471047970356215,571604,155,2019,877.95,228.87,1381.0
1355,Don't Let Go,OTL Releasing,Thriller/Suspense,15.467061535128698,569330,156,2019,1114.63,138.43,1383.0
1356,The Sun is Also a Star,Warner Bros.,Drama,15.41490399311357,540396,157,2019,1367.79,221.86,1401.0
1357,Bring the Soul: The Movie,Trafalgar Releasing,Documentary,15.38616606117589,525087,158,2019,1049.35,259.23,1408.0
1358,Pavarotti,CBS Films,Documentary,15.36017568182233,511615,159,2019,1827.71,196.08,1420.0
1359,Tolkien,Fox Searchlight,Drama,15.327369599058448,495104,160,2019,726.88,184.63,1429.0
1360,The Last Black Man in San F...,A24,Drama,15.323074979109368,492982,161,2019,1602.71,235.79,1431.0
1361,Amazing Grace,Neon,Documentary,15.308516671410395,485857,162,2019,1741.36,178.32,1433.0
1362,Brian Banks,Bleecker Street,Drama,15.29183299126984,477818,163,2019,1764.47,333.23,1438.0
1363,The Biggest Little Farm,Neon,Documentary,15.28977367097749,476835,164,2019,677.25,244.68,1440.0
1364,Dr. Seuss' The Grinch,Universal,Adventure,15.283509322299702,473858,165,2019,1201.98,194.55,1442.0
1365,Cold War,Amazon Studios,Drama,15.275968068287034,470298,166,2019,1189.09,237.28,1446.0
1366,Linda Ronstadt: The Sound o...,Greenwich,Documentary,15.261227406862222,463416,167,2019,1577.93,322.77,1453.0
1367,Gully Boy,Viva Entertainment,Adventure,15.254501016583184,460309,168,2019,597.11,303.21,1455.0
1368,Uri: The Surgical Strike,PackYourBag Films,Action,15.247175672297193,456950,169,2019,914.94,237.4,1460.0
1369,Replicas,Entertainment Stu...,Thriller/Suspense,15.21334532173653,441749,170,2019,1842.26,244.98,1473.0
1370,Pain & Glory,Sony Pictures Cla...,Drama,15.193701928347034,433157,171,2019,1083.66,300.14,1479.0
1371,Ne Zha,Well Go USA,Adventure,15.12263535094667,403442,172,2019,1744.81,308.1,1503.0
1372,Mission Mangal,FIP,Drama,15.113086540541477,399608,173,2019,1873.04,186.43,1506.0
1373,War,Yash Raj Films,Action,15.107591762329957,397418,174,2019,1202.54,158.59,1508.0
1374,2019 Oscar Shorts,ShortsHD,Multiple Genres,15.077118012711514,385490,175,2019,1609.17,252.44,1521.0
1375,The Beach Bum,Neon,Comedy,15.069016107820701,382379,176,2019,1202.34,348.12,1524.0
1376,Echo in the Canyon,Greenwich,Documentary,15.026041609894834,366295,177,2019,709.74,271.53,1544.0
1377,Jay and Silent Bob Reboot,Fathom Events,Comedy,14.996876952065618,355766,178,2019,1038.62,281.08,1552.0
1378,Maiden,Sony Pictures Cla...,Documentary,14.966870249957578,345250,179,2019,1244.51,278.89,1572.0
1379,Honey Boy,Amazon Studios,Drama,14.907467079406276,325338,180,2019,1266.89,338.4,1594.0
1380,Friends 25th: The One With ...,Fathom Events,Comedy,14.874975490788389,314937,181,2019,1597.01,272.14,1604.0
1381,IP Man: The Finale,Well Go USA,Action,14.86866372836428,312955,182,2019,1603.65,246.34,1606.0
1382,Fantastic Beasts: The Crime...,Warner Bros.,Adventure,14.8358160203335,302843,183,2019,1247.16,293.19,1617.0
1383,Kalank,FIP,Drama,14.819568914134301,297962,184,2019,1670.75,274.38,1619.0
1384,Bharat,Viva Entertainment,Action,14.80315813826213,293112,185,2019,761.84,164.34,1624.0
1385,Everybody Knows,Focus Features,Drama,14.800507987048094,292337,186,2019,1456.07,208.99,1625.0
1386,Tod@s Caen,Lionsgate,Romantic Comedy,14.797935412326844,291585,187,2019,794.6,238.3,1627.0
1387,Saaho,Yash Raj Films,Action,14.781080477273633,286712,188,2019,1326.78,289.36,1631.0
1388,Instant Family,Paramount Pictures,Comedy,14.739067228854395,274916,189,2019,840.06,165.2,1649.0
1389,The Art of Self-Defense,Bleecker Street,Comedy,14.695516486680587,263200,190,2019,902.87,299.05,1665.0
1390,Arctic,Bleecker Street,Drama,14.695065103690228,263081,191,2019,922.62,186.41,1666.0
1391,Welcome to Marwen,Universal,Drama,14.693320303020148,262623,192,2019,1695.04,297.43,1668.0
1392,"My People, My Country",CMC Pictures,Drama,14.658546061687478,253647,193,2019,1409.85,179.24,1677.0
1393,Promare,GKIDS,Adventure,14.644299028748549,250059,194,2019,1320.58,279.41,1683.0
1394,Super 30,Reliance Entertai...,Drama,14.635236643519907,247803,195,2019,1546.18,292.64,1688.0
1395,Holmes & Watson,Sony Pictures,Comedy,14.628657870161495,246178,196,2019,897.62,141.28,1690.0
1396,The Fall of the American Em...,Entertainment One,Comedy,14.593985532416164,237789,197,2019,1440.37,244.16,1697.0
1397,Total Dhamaal,FIP,Comedy,14.589145885436505,236641,198,2019,1911.84,195.49,1699.0
1398,Housefull 4,FIP,Romantic Comedy,14.561800321922306,230257,199,2019,1830.59,216.54,1707.0
1399,Luce,Neon,Thriller/Suspense,14.513950208664177,219499,200,2019,1098.08,167.93,1714.0
1400,Bad Boys For Life,Sony Pictures,Action,19.135676765707714,22292023,1,2020,961.02,285.51,87.0
1401,1917,Universal,Thriller/Suspense,18.877481763539958,17219352,2,2020,945.21,143.62,144.0
1402,Sonic The Hedgehog,Paramount Pictures,Adventure,18.799572350039462,15928731,3,2020,1409.25,327.73,157.0
1403,Jumanji: The Next Level,Sony Pictures,Adventure,18.64171575385472,13602694,4,2020,1028.91,211.66,189.0
1404,Star Wars: The Rise of Skyw...,Walt Disney,Adventure,18.639786618810856,13576478,5,2020,815.33,330.67,190.0
1405,Birds of Prey (And the Fant...,Warner Bros.,Action,18.248212020189513,9177585,6,2020,853.11,236.6,302.0
1406,Dolittle,Universal,Adventure,18.15992702685692,8402079,7,2020,1917.73,207.57,322.0
1407,The Invisible Man,Universal,Horror,17.988574645147338,7078958,8,2020,881.69,265.35,380.0
1408,The Call of the Wild,20th Century Studios,Adventure,17.948151816824264,6798513,9,2020,1098.46,109.24,396.0
1409,Onward,Walt Disney,Adventure,17.935443997678007,6712665,10,2020,1692.18,289.83,403.0
1410,Tenet,Warner Bros.,Action,17.87671474426016,6329788,11,2020,1918.14,287.71,427.0
1411,Little Women,Sony Pictures,Drama,17.442331799098337,4099577,12,2020,681.92,332.5,615.0
1412,The Gentlemen,STX Entertainment,Action,17.4120498075279,3977295,13,2020,1226.75,243.71,624.0
1413,Just Mercy,Warner Bros.,Drama,17.391602568273598,3896796,14,2020,1315.72,306.79,636.0
1414,Knives Out,Lionsgate,Drama,17.377823167729545,3843468,15,2020,1826.97,261.81,642.0
1415,The Croods: A New Age,Universal,Adventure,17.29163852572146,3526093,16,2020,1704.39,266.28,677.0
1416,Parasite,Neon,Black Comedy,17.20053980355808,3219068,17,2020,1343.84,331.11,732.0
1417,Frozen II,Walt Disney,Adventure,17.108901657741452,2937191,18,2020,1138.6,210.1,771.0
1418,Fantasy Island,Sony Pictures,Horror,17.090455968558622,2883509,19,2020,1210.0,155.18,779.0
1419,The New Mutants,20th Century Studios,Horror,16.987528249089717,2601479,20,2020,650.95,175.13,819.0
1420,Wonder Woman 1984,Warner Bros.,Action,16.95140951806041,2509194,21,2020,1855.26,211.51,831.0
1421,Like a Boss,Paramount Pictures,Comedy,16.914228659836652,2417613,22,2020,682.27,299.65,848.0
1422,Unhinged,Solstice Studios,Thriller/Suspense,16.85197514201703,2271697,23,2020,938.6,344.57,871.0
1423,The Photograph,Universal,Drama,16.839742092061172,2244076,24,2020,1203.69,150.15,880.0
1424,Spies in Disguise,20th Century Fox,Adventure,16.796869630177362,2149900,25,2020,1841.69,261.65,895.0
1425,The War with Grandpa,101 Studios,Comedy,16.752639038326542,2056881,26,2020,743.9,216.07,910.0
1426,Underwater,20th Century Fox,Thriller/Suspense,16.665701203894045,1885613,27,2020,448.43,241.69,961.0
1427,The Turning,Universal,Horror,16.554592585906764,1687325,28,2020,1004.41,290.76,998.0
1428,Gretel & Hansel,United Artists,Horror,16.546473186440974,1673680,29,2020,1768.92,205.95,1001.0
1429,Honest Thief,Open Road,Thriller/Suspense,16.466184015511985,1544555,30,2020,1174.69,176.18,1032.0
1430,The Way Back,Warner Bros.,Drama,16.424882607339985,1444262,31,2020,795.9,259.66,1046.0
1431,My Hero Academia: Heroes: R...,FUNimation,Adventure,16.42217942705706,1440364,32,2020,1083.78,238.64,1047.0
1432,Uncut Gems,A24,Thriller/Suspense,16.415782211212598,1468636,33,2020,1028.2,284.99,1049.0
1433,Brahms: The Boy II,STX Entertainment,Horror,16.350122508611918,1375303,34,2020,419.48,242.5,1071.0
1434,Jojo Rabbit,Fox Searchlight,Black Comedy,16.282877278622745,1285862,35,2020,1615.14,331.0,1098.0
1435,Impractical Jokers: The Movie,truTV,Comedy,16.163651160697817,1112230,36,2020,721.06,285.49,1135.0
1436,I Still Believe,Lionsgate,Drama,16.158277824836997,1135223,37,2020,772.23,281.54,1138.0
1437,Emma.,Focus Features,Drama,16.123615886383654,1096549,38,2020,671.33,240.22,1150.0
1438,Bloodshot,Sony Pictures,Action,16.12027198103309,1092888,39,2020,1851.39,332.05,1151.0
1439,The Grudge,Sony Pictures,Horror,16.099120251414895,1070014,40,2020,518.18,282.37,1157.0
1440,Come Play,Focus Features,Horror,16.06738534449502,1036591,41,2020,855.84,334.92,1167.0
1441,Let Him Go,Focus Features,Thriller/Suspense,16.05066655613505,1019404,42,2020,1855.63,289.33,1175.0
1442,Freaky,Universal,Horror,15.979070337205666,948970,43,2020,1875.54,261.36,1201.0
1443,Downhill,Searchlight Pictures,Drama,15.930205940730842,903714,44,2020,699.44,208.03,1210.0
1444,Weathering With You,GKIDS,Drama,15.869467995782145,828767,45,2020,1601.03,253.88,1231.0
