title,artist,listType,Gross,Tickets_Sold,rank_each_year,releaseYear,x,y,rank,listHighestRank
Met Opera: Fire Shut Up in ...,Fathom Events,Concert/Perfor...,610000.0,58653.0,139.0,2021.0,1757.8552096153996,212.61573825777228,5,13.321214236149494
The House Next Door: Meet t...,HEFG Releasing,Comedy,2893660.0,278236.0,96.0,2021.0,1767.5866030933817,222.68052742479856,9,14.87803269482114
American Skin,Vertical Entertai...,Drama,282332.0,27147.0,173.0,2021.0,1765.1660253374062,234.4338590089613,3,12.550838962404754
India Sweets and Spices,Bleecker Street,Comedy,288714.0,27760.0,171.0,2021.0,1774.177222218081,232.70867478875098,3,12.57319185772085
Resident Evil: Welcome to R...,Sony Pictures,Horror,16923891.0,1627297.0,50.0,2021.0,1793.5008393537314,220.5704660411479,17,16.644236850243566
Candyman,Universal,Horror,61186570.0,6672472.0,20.0,2021.0,1821.728470282038,244.49118618447346,20,17.929438278956656
My Hero Academia: World Her...,FUNimation,Adventure,9767647.0,939196.0,68.0,2021.0,1814.9459393370737,278.82771591565916,15,16.09458615570853
Shiva Baby,Utopia,Comedy,159294.0,15316.0,194.0,2021.0,1797.2130574553553,281.9171981002693,3,11.978506830405376
Fatale,Lionsgate,Thriller/Suspense,3217203.0,350840.0,90.0,2021.0,1790.6796453425527,296.5224891334629,13,14.984022906499494
Mass,Bleecker Street,Drama,145175.0,13959.0,199.0,2021.0,1777.0891306974518,288.0786800592773,3,11.88569519024025
Judas and the Black Messiah,Warner Bros.,Drama,5478009.0,526732.0,80.0,2021.0,1763.4044433186189,296.36899557460055,13,15.516252271739189
News of the World,Universal,Western,8951155.0,976135.0,69.0,2021.0,1741.6250708213042,313.9661241364772,15,16.007293132204097
Together,Bleecker Street,Comedy,214390.0,20614.0,186.0,2021.0,1723.6539521506306,312.9468627742327,3,12.275552065299976
The Truffle Hunters,Sony Pictures Cla...,Documentary,521202.0,50115.0,143.0,2021.0,1716.4012193060782,316.3229353868336,5,13.163892961524006
2021 Oscar Shorts,ShortsHD,Multiple Genres,443050.0,42600.0,152.0,2021.0,1706.659026629791,314.0669030603602,5,13.001437909475449
Space Jam: A New Legacy,Warner Bros.,Comedy,70592228.0,7698171.0,18.0,2021.0,1681.9511867892945,317.8777625980995,20,18.07243061141784
Cry Macho,Warner Bros.,Drama,10310734.0,991417.0,65.0,2021.0,1654.822856031328,295.7632047167769,15,16.14869604647553
Wolf,Focus Features,Drama,147595.0,14192.0,196.0,2021.0,1649.9830875753883,278.4260584321979,3,11.902227315235974
Nine Days,Sony Pictures Cla...,Drama,694849.0,66812.0,136.0,2021.0,1644.445434813947,272.65246320100067,5,13.451449834754161
Godzilla vs. Kong,Warner Bros.,Action,100916094.0,11005027.0,13.0,2021.0,1630.9711058045054,251.59438974340915,20,18.429799977064214
Clifford the Big Red Dog,Paramount Pictures,Adventure,48947356.0,5337771.0,27.0,2021.0,1650.1593399293943,216.49721505414885,20,17.706255911181664
Eternals,Walt Disney,Action,164694432.0,17960134.0,6.0,2021.0,1660.4398503321947,175.77484889183071,22,18.919602387654727
The Resort,Vertical Entertai...,Horror,191996.0,18461.0,190.0,2021.0,1685.227590669801,179.0256840084435,3,12.165229817459569
Land,Focus Features,Drama,2577830.0,281116.0,101.0,2021.0,1694.1056660086547,170.9522845833165,9,14.762458517715805
Ailey,Neon,Documentary,204512.0,19664.0,188.0,2021.0,1703.3540668365717,178.5986616421713,3,12.228381932450008
The War with Grandpa,101 Studios,Comedy,2416285.0,263498.0,102.0,2021.0,1715.3226735433661,179.4661024171403,9,14.697741794655846
For the Love of Money,Freestyle Releasing,Drama,480774.0,46228.0,146.0,2021.0,1727.1366226820141,186.97813315119848,5,13.083152584201844
The Girl Who Believes In Mi...,Atlas Distribution,Drama,3163362.0,304169.0,92.0,2021.0,1740.9602795458175,184.76306861222298,9,14.967145944047646
CopShop,Open Road,Action,5213243.0,501273.0,83.0,2021.0,1760.6133042545873,194.65036449110113,13,15.46671267689748
Supernova,Bleecker Street,Drama,234220.0,22521.0,180.0,2021.0,1765.3878336907758,209.92137849354938,3,12.364016123596128
Black Widow,Walt Disney,Action,183651655.0,20027443.0,4.0,2021.0,1795.0569307316912,178.59930237341717,25,19.028551341896396
Lamb,A24,Drama,2676410.0,257347.0,99.0,2021.0,1815.084777282616,206.07447957999057,9,14.799986902246097
Venom: Let There be Carnage,Sony Pictures,Action,212609036.0,23185282.0,3.0,2021.0,1848.9844424456005,208.68459487199144,25,19.174965525320758
The Battle at Lake Changjin,CMC Pictures,Action,333214.0,32039.0,165.0,2021.0,1846.0089933296176,238.53667524435738,5,12.716540205198866
Reminiscence,Warner Bros.,Thriller/Suspense,3900193.0,425321.0,88.0,2021.0,1852.9634717426748,255.1389410536474,13,15.176536597054913
Tenet,Warner Bros.,Action,459940.0,50157.0,149.0,2021.0,1837.316314571727,264.0364953506242,5,13.038851325175314
Fall,Lionsgate,Thriller/Suspense,7240521.0,692872.0,90.0,2022.0,1842.8481859536055,281.16537152550364,13,15.795203723098775
God's Country,IFC Films,Drama,493679.0,47242.0,185.0,2022.0,1829.3040393495985,289.68335795242206,3,13.109640787389267
Brian and Charles,Focus Features,Comedy,430635.0,41209.0,189.0,2022.0,1824.9384313274438,293.79935923970305,3,12.97301614254139
The Invitation,Sony Pictures,Horror,25100080.0,2401922.0,48.0,2022.0,1816.4371861981217,311.9026415733346,17,17.038381591347928
Belle,GKIDS,Adventure,4018313.0,384527.0,112.0,2022.0,1792.8628978903466,316.402967203986,7,15.206372720775477
Twenty One Pilots: Cinema E...,Trafalgar Releasing,Concert/Perfor...,875000.0,83732.0,166.0,2022.0,1781.6608761830562,312.10009494590133,5,13.681979165339751
Fire of Love,Neon,Documentary,1064080.0,101825.0,157.0,2022.0,1771.6643052478473,312.3619528030209,5,13.877621134027178
Devotion,Sony Pictures,Action,19837942.0,1898368.0,55.0,2022.0,1765.9477972366167,331.5275870517886,15,16.80310692460198
Acharya,Self Distributed,Action,1412000.0,135119.0,152.0,2022.0,1746.0425567735608,333.47216981112933,5,14.160517697035324
The Batman,Warner Bros.,Action,369345583.0,40277599.0,7.0,2022.0,1721.6930741391504,345.1384758004536,22,19.72724330302089
Radhe Shyam,Great India Films,Drama,1800000.0,172248.0,141.0,2022.0,1695.4133543463738,338.9436127984859,5,14.403297222866392
Elvis,Warner Bros.,Drama,151040048.0,16471107.0,12.0,2022.0,1678.959545069985,357.76573170939025,20,18.833055578158024
Lifemark,Fathom Events,Drama,5007861.0,479221.0,101.0,2022.0,1659.514182146212,336.2511352511075,9,15.426519435785824
The Bad Guys,Universal,Comedy,97233630.0,9304653.0,19.0,2022.0,1633.470236969861,323.49523780517256,20,18.392627197245062
Decision to Leave,MUBI,Drama,2053383.0,196495.0,134.0,2022.0,1635.0169983578232,298.5431331001841,5,14.534999234860749
Redeeming Love,Universal,Drama,9214020.0,881724.0,80.0,2022.0,1624.479883956216,283.94966812138466,13,16.036236795085586
Y Como Es El,Pantelion Films,Comedy,1500636.0,143601.0,147.0,2022.0,1613.6212075404098,269.59386279751624,5,14.221399576209839
Cuando Sea Joven,Pantelion Films,Comedy,588028.0,56270.0,180.0,2022.0,1610.5630218628692,262.20146803251043,3,13.284529844794632
K.G.F: Chapter 2,Viva Entertainment,Action,6604562.0,632015.0,93.0,2022.0,1602.0508245959197,253.74318820215836,9,15.703271180340792
Mississippi Masala,Goldwyn Entertain...,Drama,4745453.0,517497.0,104.0,2022.0,1606.353792988421,236.2650743733399,9,15.372697454383946
Jujutsu Kaisen 0: The Movie,FUNimation,Action,33919605.0,3245895.0,43.0,2022.0,1613.529733865206,211.2749588767503,17,17.339503723773003
Dog,United Artists,Comedy,61778069.0,5911776.0,31.0,2022.0,1621.51698242422,178.2264511879525,17,17.939058988896303
Bones and All,United Artists,Thriller/Suspense,7834907.0,749752.0,87.0,2022.0,1635.1990764062787,151.5281309361817,13,15.874099563886878
The Matrix Resurrections,Warner Bros.,Action,9552171.0,914083.0,78.0,2022.0,1658.886777177053,140.80932353077287,13,16.072279016464332
The King's Man,20th Century Studios,Action,20917649.0,2281095.0,53.0,2022.0,1685.8315732778394,148.42364970496953,15,16.856103810348703
Nope,Universal,Horror,123277080.0,11796849.0,14.0,2022.0,1720.7383649652725,150.9762746461149,20,18.629945062777384
The Roundup,Capelight Pictures,Action,613026.0,58662.0,177.0,2022.0,1725.6971656746573,173.43535511537283,3,13.326162628374513
House of Gucci,United Artists,Drama,4786047.0,457994.0,103.0,2022.0,1744.7920626356527,167.175645880269,9,15.381215367711473
Marry Me,Universal,Romantic Comedy,22438180.0,2384503.0,51.0,2022.0,1764.234478714204,153.10466663117313,15,16.926274530160228
I Heard the Bells,Fathom Events,Drama,5576697.0,533655.0,98.0,2022.0,1787.0187996234908,145.56313358393157,9,15.534107223610647
Till,United Artists,Drama,9000202.0,861263.0,83.0,2022.0,1808.8923186104375,143.20746655998926,13,16.012757579493066
Glass Onion: A Knives Out M...,Netflix,Drama,15000000.0,1435406.0,59.0,2022.0,1830.8005276946817,160.64393336725945,15,16.523560759066484
ET: The Extra-Terrestrial,Universal,Drama,4301665.0,469101.0,109.0,2022.0,1850.247888391268,174.70807791774234,9,15.27451271501994
Ponniyin Selvan: Part One,Sarigama Cinemas,Action,4918000.0,470622.0,102.0,2022.0,1867.4167678588865,180.11451647065127,9,15.408412501758274
Facing Nolan,Utopia,Documentary,405797.0,38832.0,193.0,2022.0,1871.1145132353774,191.5305875605946,3,12.913608313542188
Tyson's Run,Collide Distribution,Drama,391167.0,37432.0,196.0,2022.0,1874.2611240050555,196.63929000487002,3,12.876889857756426
Alice,Roadside Attractions,Thriller/Suspense,373037.0,35697.0,198.0,2022.0,1876.247070825575,202.30109318283982,3,12.82943288941684
Spoiler Alert,Focus Features,Drama,1384003.0,150927.0,153.0,2022.0,1878.9627185359873,209.8260687650549,5,14.14049058278746
The King's Daughter,Gravitas Ventures,Adventure,1747263.0,190541.0,142.0,2022.0,1876.922089274205,219.6156464993578,5,14.373561121574967
Emergency Declaration,Well Go USA,Thriller/Suspense,412196.0,39444.0,191.0,2022.0,1871.4260963066367,225.42891247473156,3,12.92925424336424
Bros,Universal,Romantic Comedy,11628165.0,1112743.0,71.0,2022.0,1874.8242367206926,241.06389382190176,13,16.268940730446708
The Banshees of Inisherin,Searchlight Pictures,Drama,9048848.0,865918.0,82.0,2022.0,1876.0832026938413,267.0333952548992,13,16.01814801475601
Inu-Oh,GKIDS,Musical,351558.0,33641.0,200.0,2022.0,1860.256257104232,269.38026408454095,3,12.770129983733057
The Quintessential Quintupl...,Crunchyroll,Romantic Comedy,502000.0,48038.0,184.0,2022.0,1857.4844501182047,274.70164417171856,3,13.126355398673866
Moonfall,Lionsgate,Action,19060660.0,2078588.0,57.0,2022.0,1867.8393922343262,293.7923113224007,15,16.763137083082942
Met Opera: The Hours,Fathom Events,Drama,791374.0,75729.0,172.0,2022.0,1849.9221738126407,295.5166326467509,3,13.581525954222188
Uncharted,Sony Pictures,Adventure,148648820.0,16210340.0,13.0,2022.0,1851.1967424897614,324.5822806221537,20,18.81709716926722
Orphan: First Kill,Paramount Pictures,Horror,5413227.0,518012.0,99.0,2022.0,1824.772438225799,336.53034089006127,9,15.50435596097963
The Bob's Burgers Movie,20th Century Studios,Comedy,31933830.0,3482424.0,45.0,2022.0,1799.1965412233078,341.2072514641423,17,17.279176507387938
After Ever Happy,Netflix,Drama,989088.0,94649.0,161.0,2022.0,1778.0916167322262,347.4187055793831,5,13.804538585412905
