title,artist,listType,Gross,Tickets Sold,rank_each_year,releaseYear,x,y,rank,listHighestRank
Concussion,Sony Pictures,Drama,17420369.0,2066473.0,114.0,2015.0,791.4479557523673,270.79802824546607,7,16.673150711713077
Paranormal Activity: The Gh...,Paramount Pictures,Horror,18297124.0,2170477.0,108.0,2015.0,777.3290521860132,278.32508358497256,9,16.722254446991016
McFarland  USA,Walt Disney,Drama,44480275.0,5276426.0,62.0,2015.0,755.670996420708,288.66571318219394,15,17.610556390441445
The Peanuts Movie,20th Century Fox,Adventure,128235584.0,15211813.0,24.0,2015.0,723.3189529494086,302.0203110133214,20,18.669379630239096
Dilwale,UTV Communications,Romantic Comedy,4704632.0,558082.0,168.0,2015.0,709.3728396774954,281.2716743205898,5,15.36405811327744
Fantastic Four,20th Century Fox,Action,56117548.0,6656886.0,50.0,2015.0,688.156988262211,275.45036444011004,17,17.842959120155626
Un gallo con muchos huevos,Lionsgate,Adventure,9080818.0,1077202.0,139.0,2015.0,694.1439330613646,254.28065749901404,5,16.021674834625514
Far from the Madding Crowd,Fox Searchlight,Drama,12236500.0,1451542.0,128.0,2015.0,693.4835642056139,242.2988415692664,7,16.319933846445192
Birdman or (The Unexpected ...,Fox Searchlight,Black Comedy,18067553.0,2143245.0,110.0,2015.0,699.1676911581148,227.34254855301893,9,16.709628235579
Mr. Holmes,Miramax/Roadside ...,Drama,17737646.0,2104109.0,112.0,2015.0,712.8785555550113,219.09559775348595,7,16.691199831565257
While We're Young,A24,Comedy,7582065.0,899414.0,145.0,2015.0,724.7875039087265,217.62014897140526,5,15.841296147957571
Prem Ratan Dhan Payo,Fox International,Drama,4364639.0,517751.0,171.0,2015.0,732.5545015803204,219.53685113122413,3,15.289046040513853
Bajirao Mastani,Eros Entertainment,Drama,5848971.0,693828.0,159.0,2015.0,739.6576920789736,215.85654071770685,5,15.581776306300373
Spectre,Sony Pictures,Action,197102585.0,23381090.0,11.0,2015.0,733.9348162367514,191.5203805420647,20,19.09923488720691
The Night Before,Sony Pictures,Comedy,42884826.0,5087168.0,66.0,2015.0,767.701858877627,182.31240403854923,15,17.574028615035715
Danny Collins,Bleecker Street,Comedy,5637066.0,668691.0,161.0,2015.0,780.3879205130444,197.77409347348453,5,15.544874275350677
Captive,Paramount Pictures,Drama,2583301.0,306441.0,193.0,2015.0,784.0604783391854,204.88129538518308,3,14.76457859645406
Home,20th Century Fox,Adventure,177397510.0,21043595.0,15.0,2015.0,806.0418087174838,198.11216583995414,20,18.993903591664584
Still Alice,Sony Pictures Cla...,Drama,18656400.0,2213096.0,107.0,2015.0,816.8823135227776,225.00981361009204,9,16.741699808725834
Steve Jobs,Universal,Drama,17766658.0,2107551.0,111.0,2015.0,826.3021976602536,237.9429409517882,7,16.692834112662965
The Gunman,Open Road,Thriller/Suspense,10664749.0,1265094.0,134.0,2015.0,830.961356929612,249.0015229089268,5,16.182454374683306
Self/Less,Focus Features,Thriller/Suspense,12279691.0,1456665.0,127.0,2015.0,833.3625190538436,260.7588363968438,7,16.32345731750023
Wild,Fox Searchlight,Drama,18137709.0,2151567.0,109.0,2015.0,826.761871249151,275.3338646492489,9,16.713503699195716
90 Minutes in Heaven,Samuel Goldwyn Films,Drama,4816142.0,571309.0,166.0,2015.0,812.9014003953201,277.3055004447511,5,15.387483750585952
The Boy Next Door,Universal,Thriller/Suspense,36006065.0,4271182.0,72.0,2015.0,799.3613957296625,289.16586610749397,13,17.399197954452756
Ant-Man,Walt Disney,Action,180202163.0,21376294.0,14.0,2015.0,778.774491818893,314.95693796131076,20,19.009589906396105
Back to the Future,Universal,Adventure,12127168.0,1438572.0,129.0,2015.0,752.1644837271729,310.3844693328136,7,16.31095878292798
Pawn Sacrifice,Bleecker Street,Drama,2436308.0,289004.0,197.0,2015.0,742.8847138819925,314.11084446428936,3,14.705994336601078
The Intern,Warner Bros.,Comedy,75574886.0,8964992.0,39.0,2015.0,741.7885537938057,334.0807826980713,17,18.14063459019333
Jurassic World,Universal,Action,652270625.0,77374926.0,2.0,2015.0,700.3125804991146,340.69468013136077,25,20.295970102792015
A Most Violent Year,A24,Drama,5463088.0,648053.0,162.0,2015.0,699.8732815639842,310.69789669637237,5,15.513524755613483
Goosebumps,Sony Pictures,Horror,79132868.0,9387054.0,36.0,2015.0,675.3254285141364,306.9360925471682,17,18.186638871083762
Everest,Universal,Adventure,43482270.0,5158039.0,65.0,2015.0,656.6351523819103,280.9616131856653,15,17.58786382676618
Our Brand is Crisis,Warner Bros.,Drama,7002261.0,830635.0,150.0,2015.0,668.7652282832664,265.0600013608427,5,15.761743654866317
Hubble 3D,Warner Bros.,Documentary,4088852.0,485036.0,174.0,2015.0,675.158199699727,260.25064418255806,3,15.223774804023114
Poltergeist,20th Century Fox,Horror,47425125.0,5625756.0,59.0,2015.0,671.486044732158,242.6292004876119,15,17.674662709522522
Project Almanac,Paramount Pictures,Adventure,22348241.0,2651036.0,101.0,2015.0,682.2551258996618,221.1809630120589,9,16.9222581734658
Tanu Weds Manu Returns,Eros Entertainment,Comedy,3043479.0,361029.0,188.0,2015.0,693.4284123660935,216.80401549820266,3,14.928511826941596
Woodlawn,Pure Flix Enterta...,Drama,14380599.0,1705883.0,120.0,2015.0,701.5139069048046,210.91973320853685,7,16.48139056446612
San Andreas,Warner Bros.,Adventure,155190832.0,18409351.0,20.0,2015.0,694.495261444097,184.84793588083255,20,18.860166091803617
Avengers: Age of Ultron,Walt Disney,Action,459005868.0,54449094.0,3.0,2015.0,720.9394099241882,148.43767618438315,25,19.944573552256827
The SpongeBob Movie: Sponge...,Paramount Pictures,Adventure,162994032.0,19334997.0,18.0,2015.0,765.92644294064,147.3574630680556,20,18.909224144603815
Mission: Impossible—Rogue N...,Paramount Pictures,Action,195042377.0,23136699.0,12.0,2015.0,804.4446098748986,158.1440666124797,20,19.088727410866614
Sinister 2,Focus Features,Horror,27740955.0,3290741.0,89.0,2015.0,831.471084860484,177.08000202252816,13,17.138420399078846
Unfinished Business,20th Century Fox,Comedy,10219501.0,1212278.0,135.0,2015.0,830.8559602092548,195.06948844275288,5,16.13980831571611
Southpaw,Weinstein Co.,Drama,52421953.0,6218499.0,54.0,2015.0,838.0639774631693,213.72543889474736,15,17.774836011937744
Mommy,Roadside Attractions,Drama,3498695.0,415029.0,180.0,2015.0,833.6691375741228,231.18067829011648,3,15.067900599788278
Strange Magic,Walt Disney,Adventure,12429583.0,1474446.0,125.0,2015.0,840.2827088497125,238.6813899218682,7,16.33558991505609
Mortdecai,Lionsgate,Action,7696134.0,912945.0,144.0,2015.0,840.8213026442803,250.66929702546443,5,15.85622868281851
Crimson Peak,Universal,Horror,31090320.0,3688057.0,84.0,2015.0,853.1293893885671,263.8036413446572,13,17.252407074680583
Terminator: Genisys,Paramount Pictures,Action,89760956.0,10647800.0,32.0,2015.0,845.9101210209022,292.9220575831073,17,18.31266065030583
Aloha,Sony Pictures,Drama,21052030.0,2497275.0,103.0,2015.0,820.1421721538495,296.38800784024556,9,16.862507550497543
Ricki and the Flash,Sony Pictures,Drama,26839498.0,3183808.0,93.0,2015.0,807.7946752880725,309.48530989638016,9,17.105385166465123
Krampus,Universal,Horror,41465710.0,4918827.0,69.0,2015.0,808.4739125531977,333.4756962362802,15,17.54037737859556
The Loft,Open Road,Thriller/Suspense,6002684.0,712062.0,158.0,2015.0,788.94573944636,337.79431350450193,5,15.607717260501936
Amy,A24,Documentary,8409616.0,997581.0,140.0,2015.0,779.1816528929412,339.9536221386128,5,15.944886370978027
Seventh Son,Universal,Adventure,17725785.0,2102703.0,113.0,2015.0,767.1969081549739,339.3487307717,7,16.69053091713099
Suffragette,Focus Features,Drama,4668603.0,553808.0,169.0,2015.0,758.8498708383369,347.9700397230524,5,15.356370441423797
In the Heart of the Sea,Warner Bros.,Adventure,23063385.0,2735870.0,98.0,2015.0,749.9409377663291,358.76961895182257,9,16.953756853012496
Victor Frankenstein,20th Century Fox,Thriller/Suspense,5775076.0,685062.0,160.0,2015.0,736.3528257278432,355.39868269767044,5,15.569061974458696
The Green Inferno,High Top Releasing,Horror,7192291.0,853178.0,147.0,2015.0,726.35461874615,355.58804254352094,5,15.78852031593907
The 33,Warner Bros.,Drama,12049242.0,1429328.0,130.0,2015.0,720.1102166026876,365.83535642915564,7,16.304512311358046
Hotel Transylvania 2,Sony Pictures,Adventure,168471018.0,19984700.0,16.0,2015.0,701.791584164154,385.67036854364414,20,18.942274292962995
Scouts Guide to the Zombie ...,Paramount Pictures,Comedy,3703046.0,439269.0,176.0,2015.0,689.2259518513187,366.40628578378687,3,15.124666282178842
Pitch Perfect 2,Universal,Comedy,184296230.0,21861949.0,13.0,2015.0,665.3943884064107,369.07988509762856,20,19.032054966652208
Carol,Weinstein Co.,Drama,4982475.0,591040.0,164.0,2015.0,670.5707079936195,344.62164077120406,5,15.421437313495034
Monkey Kingdom,Walt Disney,Documentary,16432322.0,1949267.0,115.0,2015.0,669.3309951171334,332.6858495538664,7,16.614760806868897
Cinderella,Walt Disney,Drama,201151353.0,23861370.0,10.0,2015.0,641.1698074038401,325.76143574642697,22,19.119568182661087
Unfriended,Universal,Horror,32789645.0,3889638.0,80.0,2015.0,631.0184959560538,292.2659005829154,13,17.30562332229074
The Good Dinosaur,Walt Disney,Adventure,114766932.0,13614108.0,25.0,2015.0,629.1279750371375,259.32009765363256,20,18.558413951575233
What We Do in the Shadows,Unison/Paladin,Comedy,3469224.0,411533.0,181.0,2015.0,651.7174178820196,263.64642079896095,3,15.059441495789955
Hot Pursuit,Warner Bros.,Comedy,34580201.0,4102040.0,74.0,2015.0,646.0266060208161,230.97514623583228,13,17.35879185081097
No Escape,Weinstein Co.,Thriller/Suspense,27288872.0,3237114.0,91.0,2015.0,664.4029015062912,218.8792062462942,9,17.12198955800834
Big Eyes,Weinstein Co.,Drama,4558006.0,540688.0,170.0,2015.0,674.7003243358635,209.3943191584579,5,15.332395805153729
Star Wars Ep. VII: The Forc...,Walt Disney,Adventure,742208942.0,88043765.0,1.0,2015.0,649.6247191508652,188.2588645390275,25,20.425141354483703
Blackhat,Universal,Thriller/Suspense,8005980.0,949701.0,143.0,2015.0,673.9156983374644,170.65351506347878,5,15.89569932040513
Ladrones,Lionsgate,Comedy,3063505.0,363405.0,187.0,2015.0,680.7128909169745,166.43472696296314,3,14.935070243266638
Ted 2,Universal,Comedy,81476385.0,9665052.0,35.0,2015.0,678.9836879988792,146.50962075827627,17,18.215823781622888
The Theory of Everything,Focus Features,Drama,11121187.0,1319239.0,133.0,2015.0,695.7052319494614,132.21311881168998,5,16.224362585694227
Focus,Warner Bros.,Comedy,53862963.0,6389438.0,52.0,2015.0,701.9724423710115,113.22043407434927,15,17.801953656831227
Get Hard,Warner Bros.,Comedy,90411453.0,10724964.0,31.0,2015.0,733.6062682714191,108.39331703591895,17,18.319881509815467
Vacation,Warner Bros.,Comedy,58884188.0,6985075.0,48.0,2015.0,767.5474131860077,110.39298748049137,17,17.89108315757283
Baahubali: The Beginning,Bluesky Cinemas,Action,6738000.0,799288.0,153.0,2015.0,781.2502002640101,127.60442630166295,5,15.723273702948635
Sicario,Lionsgate,Thriller/Suspense,46823967.0,5554444.0,60.0,2015.0,800.7892888776868,123.33546669223955,15,17.66190574518616
Truth,Sony Pictures Cla...,Thriller/Suspense,2517245.0,298605.0,195.0,2015.0,812.8208733306684,136.72355750276114,3,14.738675607481321
Brooklyn,Fox Searchlight,Drama,19563995.0,2320759.0,105.0,2015.0,824.7966847218797,137.48509641977938,9,16.789201445069896
Meru,Music Box Films,Documentary,2334228.0,276895.0,199.0,2015.0,825.7373639725163,149.4481697100097,3,14.663191773432956
Straight Outta Compton,Universal,Drama,161197785.0,19121920.0,19.0,2015.0,850.7965226321819,150.33065707854436,20,18.89814264724761
The Man From U.N.C.L.E.,Warner Bros.,Action,45445109.0,5390878.0,61.0,2015.0,858.4761483915912,184.47774111503884,15,17.632015760035816
Creed,Warner Bros.,Drama,99385165.0,11789462.0,28.0,2015.0,872.9663850381615,216.3373243189414,20,18.41451341501575
Trumbo,Bleecker Street,Drama,7015228.0,832174.0,149.0,2015.0,851.2653215254701,228.7495699827256,5,15.763593772772422
Minions,Universal,Adventure,336045770.0,39863081.0,7.0,2015.0,887.2130442601665,255.8472306844602,22,19.632757928888438
Paper Towns,20th Century Fox,Drama,32000304.0,3796003.0,82.0,2015.0,875.63618386935,288.8771611035747,13,17.281255960718877
Burnt,Weinstein Co.,Comedy,13596955.0,1612924.0,121.0,2015.0,865.8302080889333,306.3082493941514,7,16.42535642857877
Entourage,Warner Bros.,Comedy,32363404.0,3839075.0,81.0,2015.0,853.3958874870402,321.9731040429931,13,17.292538836216877
The Hunger Games: Mockingja...,Lionsgate,Thriller/Suspense,274185395.0,32524957.0,8.0,2015.0,839.2640062345879,353.99325289128217,22,19.429315059633062
Suicide Squad,Warner Bros.,Action,325100054.0,37583821.0,9.0,2016.0,926.7936210131332,248.35834896810508,22,19.599643551376857
Our Kind of Traitor,Roadside Attractions,Thriller/Suspense,3153157.0,364526.0,198.0,2016.0,905.2551594746717,235.66604127579737,3,14.963914731134656
The Mermaid,Sony Pictures,Romantic Comedy,3229457.0,373347.0,196.0,2016.0,902.4535263662584,230.3603036337873,3,14.987824569611416
Carol,Weinstein Co.,Drama,7729016.0,893527.0,156.0,2016.0,909.8575936033747,227.33048708022147,5,15.860492116212367
Zoolander 2,Paramount Pictures,Comedy,28848693.0,3335109.0,92.0,2016.0,920.3303868061521,218.03959893473942,9,17.177575246599265
Hacksaw Ridge,Lionsgate,Drama,64606565.0,7468967.0,47.0,2016.0,946.083172807881,214.46272695643904,17,17.983826588976317
Free State of Jones,STX Entertainment,Drama,20810036.0,2405784.0,108.0,2016.0,956.1608200730496,238.43022631700728,9,16.85094592830585
Miss Peregrine's Home for P...,20th Century Fox,Adventure,86945137.0,10051461.0,34.0,2016.0,962.6936233309859,263.59612549810345,17,18.280787868505847
Sisters,Universal,Comedy,37921265.0,4383961.0,74.0,2016.0,938.5044062374972,281.3410339623383,13,17.451022594499314
The Magnificent Seven,Sony Pictures,Western,93420253.0,10800029.0,30.0,2016.0,906.0608845139202,287.37575832818885,20,18.352618721234098
Hunt for the Wilderpeople,The Orchard,Comedy,5205471.0,601788.0,167.0,2016.0,881.5001670999922,282.70980075088767,5,15.465220745850786
Sing,Universal,Adventure,166497820.0,19248302.0,15.0,2016.0,860.4980251607241,296.2711441195527,20,18.930492774205963
Loving,Focus Features,Drama,7482608.0,865041.0,158.0,2016.0,850.3605360692869,273.41876317311755,5,15.82809195228341
Pride and Prejudice and Zom...,Sony Pictures,Comedy,10907291.0,1260958.0,140.0,2016.0,844.2711255507822,265.48660838787004,5,16.20494202266866
The Witch,A24,Horror,25138705.0,2906208.0,100.0,2016.0,836.2097679891808,254.04045120460498,9,17.03991924826421
Creed,Warner Bros.,Drama,10382416.0,1200279.0,142.0,2016.0,840.6291833978519,240.7562964537147,5,16.155624163917356
Bridget Jones's Baby,Universal,Romantic Comedy,24139805.0,2790728.0,103.0,2016.0,842.2596651236428,226.85156598736398,9,16.999372695721995
Spotlight,Open Road,Drama,17946804.0,2074775.0,118.0,2016.0,854.961657613132,217.12226042134537,7,16.70292260690648
Kung Fu Panda 3,20th Century Fox,Adventure,143528619.0,16592903.0,20.0,2016.0,874.3776448865051,198.36007935942683,20,18.782045008819395
When the Bough Breaks,Sony Pictures,Thriller/Suspense,29747603.0,3439029.0,90.0,2016.0,907.3206651744898,200.29848445264844,13,17.20825911528129
Jason Bourne,Universal,Action,162192920.0,18750626.0,16.0,2016.0,933.1727354919472,179.7882318871328,20,18.90429704887786
Sultan,Yash Raj Films,Action,5599781.0,647373.0,165.0,2016.0,953.8286669551627,193.87128891985628,5,15.538238047797817
45 Years,IFC Films,Drama,4021334.0,464894.0,180.0,2016.0,959.4382173647831,199.5750547111496,3,15.207124246344245
Kubo and the Two Strings,Focus Features,Adventure,48023088.0,5551802.0,64.0,2016.0,976.62675886719,204.9186528453693,15,17.687192453228747
Doctor Strange,Walt Disney,Action,230107790.0,26602056.0,10.0,2016.0,992.4370846278202,238.37061241940248,22,19.25405840927825
Criminal,Lionsgate,Action,14708696.0,1700427.0,128.0,2016.0,986.4850637916079,266.7532382310728,7,16.503949441469437
Ice Age: Collision Course,20th Century Fox,Adventure,64063008.0,7406128.0,48.0,2016.0,983.410579258554,290.5554974695571,17,17.97537765702166
The Darkness,High Top Releasing,Horror,10753574.0,1243187.0,141.0,2016.0,961.9795383053984,285.5845334117345,5,16.190748722399945
Manchester-by-the Sea,Roadside Attractions,Drama,28470697.0,3291410.0,93.0,2016.0,953.9229087673683,297.034019010963,9,17.164385940865326
The Meddler,Sony Pictures Cla...,Comedy,4267219.0,493320.0,175.0,2016.0,941.9230714180237,296.9715403003766,3,15.266472884968403
Blair Witch,Lionsgate,Horror,20777061.0,2401972.0,109.0,2016.0,931.06111230846,302.07230929163325,9,16.84936009956139
Central Intelligence,Warner Bros.,Comedy,127440871.0,14733049.0,22.0,2016.0,915.1632381718733,326.3263315959284,20,18.663163058131538
Barbershop: The Next Cut,Warner Bros.,Comedy,54030051.0,6246249.0,61.0,2016.0,880.1809771940525,325.21214270726034,15,17.805050949739847
Nerve,Lionsgate,Thriller/Suspense,38583626.0,4460534.0,73.0,2016.0,852.3460882271972,328.2484161143899,13,17.468338547546914
The Finest Hours,Walt Disney,Thriller/Suspense,27569558.0,3187232.0,95.0,2016.0,836.6749118086238,312.8077480699707,9,17.132222750952714
Rogue One: A Star Wars Story,Walt Disney,Adventure,424987707.0,49131526.0,2.0,2016.0,816.8925439113102,285.1552993470215,25,19.867570801764483
The Infiltrator,Broad Green Pictures,Thriller/Suspense,15436808.0,1784602.0,126.0,2016.0,820.2255777128664,253.32935261047206,7,16.552265345436826
The Shallows,Sony Pictures,Thriller/Suspense,55121623.0,6372441.0,60.0,2016.0,818.6913206343258,231.38291656228992,15,17.825052629083793
The Hateful Eight,Weinstein Co.,Western,25071561.0,2898446.0,101.0,2016.0,832.480562428685,211.7396782667161,9,17.037244733852212
Ghostbusters,Sony Pictures,Comedy,128350574.0,14838216.0,21.0,2016.0,837.3796614762487,183.15648690322132,20,18.670275937417898
Fences,Paramount Pictures,Drama,29743615.0,3438568.0,91.0,2016.0,863.8605392208848,171.33434184093946,9,17.20812504507261
Alvin and the Chipmunks: Th...,20th Century Fox,Adventure,30311560.0,3504226.0,88.0,2016.0,885.4847507867603,167.28545629621794,13,17.227039715871868
Risen,Sony Pictures,Drama,36880033.0,4263587.0,76.0,2016.0,909.3453365789782,156.9572209361862,13,17.423180851446194
The Nice Guys,Warner Bros.,Black Comedy,36261763.0,4192111.0,78.0,2016.0,933.274290584557,146.78838815169726,13,17.406274383179063
Dirty Grandpa,Lionsgate,Comedy,35593113.0,4114810.0,80.0,2016.0,957.1402039633182,157.10430685036206,13,17.387662722051235
Almost Christmas,Universal,Drama,42002805.0,4855815.0,70.0,2016.0,978.6838425065735,174.9892624923972,15,17.55324695973186
Moana,Walt Disney,Musical,210046114.0,24282787.0,12.0,2016.0,1009.203648185436,192.12231421485674,20,19.162837655051472
Hail  Caesar!,Universal,Comedy,30080225.0,3477482.0,89.0,2016.0,1023.3410714041255,221.94065194075387,13,17.21937853707113
Ae Dil Hai Mushkil,FIP,Drama,4264983.0,493061.0,176.0,2016.0,1017.3871700454349,236.7916134790174,3,15.265948752967969
Everybody Wants Some,Paramount Pictures,Comedy,3400278.0,393095.0,192.0,2016.0,1017.0448289269284,242.78183906396657,3,15.03936775094972
The Accountant,Warner Bros.,Thriller/Suspense,85856696.0,9925630.0,35.0,2016.0,1023.7448879132131,261.62618064387607,17,18.268190138771722
Brooklyn,Fox Searchlight,Drama,18758748.0,2168641.0,115.0,2016.0,1000.4667912924272,267.46828794461516,7,16.74717076157542
Finding Dory,Walt Disney,Adventure,486295561.0,56219140.0,1.0,2016.0,1023.3256383117564,303.62408808902956,25,20.002327147222132
My Big Fat Greek Wedding 2,Universal,Comedy,59689605.0,6900532.0,53.0,2016.0,987.91959116336,322.23622996806984,15,17.904668442599064
Triple 9,Open Road,Thriller/Suspense,12639297.0,1461190.0,134.0,2016.0,972.4105840638508,309.60805912715335,5,16.35232132804769
The Choice,Lionsgate,Drama,18730891.0,2165420.0,116.0,2016.0,960.5746812126441,311.58578602862343,7,16.745684644030945
Compadres,Lionsgate,Comedy,3127773.0,361592.0,199.0,2016.0,951.0078226566686,308.6745633696778,3,14.955831807681504
The Legend of Tarzan,Warner Bros.,Adventure,126643061.0,14640816.0,23.0,2016.0,953.5270239751311,337.6497559384919,20,18.656883144123
Gods of Egypt,Lionsgate,Adventure,31153464.0,3601556.0,86.0,2016.0,926.914470863014,357.1631363953668,13,17.254436000867372
Kevin Hart: What Now?,Universal,Concert/Perfor...,23591043.0,2727288.0,104.0,2016.0,905.2107000125477,353.5650353864388,9,16.976377664056315
Joy,20th Century Fox,Drama,28141138.0,3253310.0,94.0,2016.0,888.1408185827,347.8537178527216,9,17.152743049486688
No Manches Frida,Lionsgate,Comedy,11528613.0,1332787.0,138.0,2016.0,874.5711534602872,344.40927472420714,5,16.260342590126317
Lion,Weinstein Co.,Drama,5303700.0,613145.0,166.0,2016.0,865.2434183561031,340.80464467021096,5,15.483915248162225
The Boy,STX Entertainment,Horror,35819556.0,4140989.0,79.0,2016.0,853.2562091453656,354.23248199935705,13,17.394004559210135
The Conjuring 2: The Enfiel...,Warner Bros.,Horror,102470008.0,11846244.0,28.0,2016.0,822.4882355884761,342.3021926817191,20,18.445080708847527
Zootopia,Walt Disney,Adventure,341268248.0,39452976.0,7.0,2016.0,786.3586614886493,320.8859867767244,22,19.648179377026434
The Boss,Universal,Comedy,63077560.0,7292203.0,49.0,2016.0,774.9213223015049,283.60077157930044,17,17.959875638271033
Ratchet and Clank,Focus Features,Adventure,8813410.0,1018891.0,153.0,2016.0,791.5149495000335,269.1559961779226,5,15.991784983182812
Masterminds,Relativity,Comedy,17356894.0,2006577.0,120.0,2016.0,798.1941745341802,259.1866454998078,7,16.66950033413822
A Hologram for the King,Roadside Attractions,Drama,4212494.0,486993.0,177.0,2016.0,808.1737197151078,258.5473662323334,3,15.253565429309395
A Beautiful Planet,Walt Disney,Documentary,15650615.0,1809319.0,125.0,2016.0,801.999066651848,245.7136059031574,7,16.566020771302924
Bad Moms,STX Entertainment,Comedy,113257297.0,13093329.0,25.0,2016.0,784.2053709535438,225.4063561288489,20,18.545172752922802
Miss Sloane,EuropaCorp,Drama,3493636.0,403888.0,190.0,2016.0,806.1384106199021,218.48235649034814,3,15.066453585657301
God's Not Dead 2,Pure Flix Enterta...,Drama,20773069.0,2401510.0,110.0,2016.0,812.3735346700612,208.2293945729739,9,16.849167946130716
Point Break,Warner Bros.,Action,13197946.0,1525774.0,132.0,2016.0,815.1000172064397,194.4974503195616,5,16.395571769388113
Deepwater Horizon,Lionsgate,Thriller/Suspense,61433527.0,7102141.0,52.0,2016.0,802.6458105835568,178.8484012304144,15,17.933466286435774
The Girl on the Train,Universal,Thriller/Suspense,75395035.0,8716189.0,40.0,2016.0,818.7437807880259,151.19238280230326,17,18.13825198200369
Teenage Mutant Ninja Turtle...,Paramount Pictures,Adventure,82051601.0,9485734.0,36.0,2016.0,852.5846481750673,147.90670258464962,17,18.222858887802392
Eye in the Sky,Bleecker Street,Thriller/Suspense,18704596.0,2162381.0,117.0,2016.0,876.5382696235934,149.39801727334213,7,16.74427982702806
Bad Santa 2,Broad Green Pictures,Comedy,17725773.0,2049222.0,119.0,2016.0,890.4593947024742,147.91401035349463,7,16.690530240150867
Me Before You,Warner Bros.,Drama,56245075.0,6502321.0,56.0,2016.0,902.8346958944313,129.72467500532025,15,17.845229039660037
Pete's Dragon,Walt Disney,Adventure,76233151.0,8813081.0,39.0,2016.0,932.1132456624924,116.81086365935553,17,18.149306978542416
Norm of the North,Lionsgate,Adventure,17062499.0,1972543.0,122.0,2016.0,948.7451255050912,134.11348117525054,7,16.652393572301392
Green Room,A24,Horror,3220371.0,372297.0,197.0,2016.0,955.8437136989517,141.15692107731442,3,14.985007128274882
Absolutely Fabulous: The Movie,Fox Searchlight,Comedy,4772155.0,551694.0,172.0,2016.0,961.8090803779501,141.80066045399968,3,15.378308542812427
Mike and Dave Need Wedding ...,20th Century Fox,Comedy,46009673.0,5319037.0,68.0,2016.0,979.7699978138448,140.61514585646472,15,17.644362214955777
The Edge of Seventeen,STX Entertainment,Drama,14406786.0,1665524.0,130.0,2016.0,992.9426871735727,158.23559576650143,7,16.48320990354282
Tyler Perry's Boo! A Madea ...,Lionsgate,Comedy,73206343.0,8463161.0,41.0,2016.0,1016.830416773734,155.9168947185914,17,18.10879262818285
The Big Short,Paramount Pictures,Drama,37204389.0,4301085.0,75.0,2016.0,1038.4089436316804,176.75837208083453,13,17.431937296154793
Mechanic: Resurrection,Lionsgate,Action,21218403.0,2452994.0,107.0,2016.0,1037.4391946110634,198.7369886623442,9,16.87037942912855
Mother's Day,Open Road,Romantic Comedy,32492859.0,3756399.0,85.0,2016.0,1048.9558755129535,217.48174955716593,13,17.29653090008039
Where to Invade Next,Drafthouse Films,Documentary,3827261.0,442457.0,184.0,2016.0,1037.7480839467105,228.90039256794665,3,15.157659961716528
Meet the Blacks,Freestyle Releasing,Comedy,9097072.0,1051684.0,151.0,2016.0,1034.38119323339,236.15739242495061,5,16.02346316147003
Star Wars Ep. VII: The Forc...,Walt Disney,Adventure,194453283.0,22480148.0,13.0,2016.0,1058.5448536302656,249.05787184388305,20,19.085702501941118
The Hunger Games: Mockingja...,Lionsgate,Thriller/Suspense,7538507.0,871503.0,157.0,2016.0,1044.2590433875775,269.5741001938969,5,15.83553470976737
London Has Fallen,Focus Features,Thriller/Suspense,62524260.0,7228238.0,50.0,2016.0,1061.4238579504436,285.9456927896152,17,17.951065199392026
The Forest,Focus / Gramercy,Horror,26594261.0,3074481.0,98.0,2016.0,1056.4108654379424,311.45784491501627,9,17.096205998594442
Don't Breathe,Sony Pictures,Horror,89217875.0,10314205.0,33.0,2016.0,1049.451683094489,336.5091878153593,17,18.30659196985105
Moonlight,A24,Drama,12609768.0,1457776.0,135.0,2016.0,1027.686198749132,333.3054882020969,5,16.349982309675106
Captain America: Civil War,Walt Disney,Action,408084349.0,47177381.0,3.0,2016.0,1008.6170472571177,356.46509660497395,25,19.82698444874623
A Bad Moms Christmas,STX Entertainment,Comedy,71891988.0,8014714.0,44.0,2017.0,1066.183780836013,251.66728299377425,17,18.090675383937008
American Made,Universal,Action,51342000.0,5723745.0,53.0,2017.0,1053.3327170062257,222.36113758973426,15,17.754019688628247
Rings,Paramount Pictures,Horror,27793018.0,3098441.0,90.0,2017.0,1028.3782309260575,209.6617823118198,13,17.140295396038017
The Book of Henry,Focus Features,Drama,4288104.0,478049.0,169.0,2017.0,1045.4569989399058,203.97709383054348,5,15.27135523517
Hacksaw Ridge,Lionsgate,Drama,2603050.0,290195.0,193.0,2017.0,1053.4477578454835,204.3615052155633,3,14.772194392397674
Geostorm,Warner Bros.,Thriller/Suspense,33578782.0,3743454.0,77.0,2017.0,1068.4465859334764,198.79058464649836,13,17.329404937365606
Only the Brave,Sony Pictures,Drama,18181288.0,2026899.0,109.0,2017.0,1077.0987051337172,219.01781464333246,9,16.715903491288778
I Am Not Your Negro,Magnolia Pictures,Documentary,7123919.0,794193.0,148.0,2017.0,1077.8240414986074,232.99901227292656,5,15.778968553310206
All Saints,Sony Pictures,Drama,5802208.0,646846.0,159.0,2017.0,1084.8850550192647,240.08012010017325,5,15.5737490927279
Call Me by Your Name,Sony Pictures Cla...,Drama,4906869.0,547031.0,167.0,2017.0,1088.0821689152833,249.55526984758544,5,15.40614661815974
