title,artist,listType,listHighestRank,Tickets Sold,rank_each_year,releaseYear,x,y,rank
Dear Evan Hansen,Universal,Musical,16.523737143509834,1636057.0,56.0,2021.0,1580.6418717424638,131.01328688213027,15
Wrong Turn,Saban Films,Horror,14.039600860967635,120306.0,116.0,2021.0,1601.4800005071086,138.0682418492497,7
Courageous,Sony Pictures,Drama,13.112317081946705,53980.0,145.0,2021.0,1609.9881954008888,146.53054766087416,5
Finding You,Roadside Attractions,Drama,14.828559511632811,264806.0,98.0,2021.0,1621.582093517992,138.68315787507717,9
Wrath of Man,United Artists,Action,17.128477237744068,2641008.0,41.0,2021.0,1647.5104474562893,136.75430794561686,17
World War Z,Paramount Pictures,Action,12.757080058928997,37840.0,161.0,2021.0,1652.2955187569346,158.2276191166436,5
Four Good Days,Vertical Entertai...,Drama,13.638593172297096,80562.0,129.0,2021.0,1663.688251417448,161.9966564640402,7
Old,Universal,Thriller/Suspense,17.692455664919656,4641972.0,28.0,2021.0,1689.0552421577563,152.74918217204484,20
Once I Was Engaged,Purdie Distribution,Comedy,12.448136081696894,24497.0,178.0,2021.0,1694.9710670092659,174.97536079830135,3
Separation,Open Road,Horror,15.321617671249411,491727.0,85.0,2021.0,1709.5749966551346,181.51181541059063,13
King Richard,Warner Bros.,Drama,16.50541566130892,1565385.0,57.0,2021.0,1726.9484237824283,203.47004917044958,15
The Protégé,Lionsgate,Action,15.823298056450067,716041.0,73.0,2021.0,1735.9470613804003,229.98465875423122,13
Pig,Neon,Drama,14.974486100961979,306410.0,91.0,2021.0,1722.7616448255071,247.59558690336488,9
Jungle Cruise,Walt Disney,Adventure,18.577577786214388,12757635.0,11.0,2021.0,1715.9917515559912,275.79431994439636,20
The Girl Who Believes In Mi...,Atlas Distribution,Drama,14.967145944047646,304169.0,92.0,2021.0,1702.076605884916,301.2377615542251,9
Clifford the Big Red Dog,Paramount Pictures,Adventure,17.706255911181664,5337771.0,27.0,2021.0,1690.2804680261916,327.7302346667521,20
The Battle at Lake Changjin,CMC Pictures,Action,12.716540205198866,32039.0,165.0,2021.0,1665.9026524013418,333.2729871743818,5
Raging Fire,Well Go USA,Action,12.861790507431166,37048.0,157.0,2021.0,1656.05062862486,334.98693802187876,5
Titane,Neon,Horror,14.182226521713114,138748.0,113.0,2021.0,1651.5852855494095,346.12519242813676,7
Queen Bees,Gravitas Ventures,Comedy,14.471322366996976,185260.0,110.0,2021.0,1639.4326580047675,356.5325765260361,9
The Marksman,Open Road,Action,16.56060558104356,1697501.0,53.0,2021.0,1618.9653146058538,369.0660458857524,15
The House Next Door: Meet t...,HEFG Releasing,Comedy,14.87803269482114,278236.0,96.0,2021.0,1595.1311336362044,366.24969762852277,9
Sing 2,Universal,Adventure,18.318064293235555,9590574.0,16.0,2021.0,1567.1572358761202,373.8956798485101,20
Rita Moreno: Just a Girl Wh...,Roadside Attractions,Documentary,12.486072787362477,25444.0,176.0,2021.0,1554.553964930581,354.6562006072902,3
Pinocchio,Roadside Attractions,Adventure,13.86350326138925,100881.0,121.0,2021.0,1544.7485911107108,352.6928758117964,7
A Quiet Place: Part II,Paramount Pictures,Horror,18.892031989754877,17471730.0,8.0,2021.0,1521.183396214928,335.790757911256,22
Joe Bell,Roadside Attractions,Drama,14.155895131405403,153270.0,115.0,2021.0,1528.0601423054006,307.617892185399,7
Wolf,Focus Features,Drama,11.902227315235974,14192.0,196.0,2021.0,1535.3829874460366,300.807904002864,3
Come Play,Focus Features,Horror,13.785515160428874,105829.0,125.0,2021.0,1529.1289545273848,293.00488713421504,7
Freaky,Universal,Horror,12.703189735235885,35856.0,166.0,2021.0,1527.4129488432911,281.1282156942804,5
The Alpinist,Roadside Attractions,Documentary,13.646787718066914,81225.0,128.0,2021.0,1522.0062038017022,270.41527454559247,7
True To The Game 3,Faith Media Distr...,Thriller/Suspense,13.853051977277214,99832.0,122.0,2021.0,1514.7068958922457,258.4687225726193,7
Mortal Kombat,Warner Bros.,Action,17.560912844812606,4615707.0,31.0,2021.0,1499.5314676639655,239.8755416159267,17
Benedetta,IFC Films,Drama,12.725015237398113,32312.0,163.0,2021.0,1510.0540027257334,220.55518303038627,5
Candyman,Universal,Horror,17.929438278956656,6672472.0,20.0,2021.0,1508.4754939974782,195.605066593888,20
Willy's Wonderland,Screen Media Films,Horror,12.943920688067902,40219.0,154.0,2021.0,1531.642610512755,186.20907210859866,5
Witnesses,Purdie Distribution,Drama,13.659751084722595,82285.0,127.0,2021.0,1532.5669919848872,174.24472846199697,7
Lamb,A24,Drama,14.799986902246097,257347.0,99.0,2021.0,1527.4253255139215,159.0933831124464,9
Mass,Bleecker Street,Drama,11.88569519024025,13959.0,199.0,2021.0,1534.3223643511192,149.27346176458485,3
Nine Days,Sony Pictures Cla...,Drama,13.451449834754161,66812.0,136.0,2021.0,1536.0368210972576,141.45933109856577,5
The French Dispatch,Searchlight Pictures,Comedy,16.58664635021228,1742287.0,52.0,2021.0,1544.3040269349233,123.24798003287961,15
Cruella,Walt Disney,Comedy,18.271057529668173,9389666.0,17.0,2021.0,1568.671620220735,98.12388009960307,20
Nomadland,Searchlight Pictures,Drama,14.594835434765272,237732.0,106.0,2021.0,1594.4594310811856,111.38995755398358,9
Heaven,LAMA Distribution,Drama,11.905582228659165,14239.0,195.0,2021.0,1596.834722653974,123.15252487341859,3
Judas and the Black Messiah,Warner Bros.,Drama,15.516252271739189,526732.0,80.0,2021.0,1615.5895886580608,117.51502414761549,13
My Hero Academia: World Her...,FUNimation,Adventure,16.09458615570853,939196.0,68.0,2021.0,1640.8584552586276,105.453333523049,15
Supernova,Bleecker Street,Drama,12.364016123596128,22521.0,180.0,2021.0,1653.9411152861596,117.81634313252587,3
The Inspection,A24,Drama,12.862625860014077,36902.0,197.0,2022.0,1777.1232493177563,243.47413441955433,3
BTS Permission to Dance on ...,Trafalgar Releasing,Concert/Perfor...,15.738298289598733,654545.0,92.0,2022.0,1781.4868856813928,232.29564267487115,9
Facing Nolan,Utopia,Documentary,12.913608313542188,38832.0,193.0,2022.0,1783.0804679085702,244.18935932212753,3
The Contractor,Paramount Pictures,Thriller/Suspense,13.850167990556649,112897.0,160.0,2022.0,1779.2178169730973,251.195066120923,5
Jujutsu Kaisen 0: The Movie,FUNimation,Action,17.339503723773003,3245895.0,43.0,2022.0,1780.566696517583,273.1536754570005,17
The Menu,Searchlight Pictures,Black Comedy,17.403434944833343,3943178.0,41.0,2022.0,1751.0143870132833,289.9662006380102,17
Encanto,Walt Disney,Adventure,15.364666689805171,500265.0,105.0,2022.0,1727.5459009364663,278.77557235974797,9
Fall,Lionsgate,Thriller/Suspense,15.795203723098775,692872.0,90.0,2022.0,1708.5648481640067,267.6526394889131,13
Smile,Paramount Pictures,Horror,18.478336709548465,10137325.0,16.0,2022.0,1694.4431933435067,237.82683078016802,20
Glass Onion: A Knives Out M...,Netflix,Drama,16.523560759066484,1435406.0,59.0,2022.0,1714.7898977495213,209.3485650356697,15
Elvis,Warner Bros.,Drama,18.833055578158024,16471107.0,12.0,2022.0,1746.0008064400674,193.5093990629805,20
ET: The Extra-Terrestrial,Universal,Drama,15.27451271501994,469101.0,109.0,2022.0,1767.8793169068592,212.54438736753377,9
Watcher,IFC Midnight,Thriller/Suspense,14.489070657996166,187675.0,137.0,2022.0,1780.6316348784335,218.3217904477994,5
Yashoda,Cinegalaxy,Thriller/Suspense,12.886641043883259,37799.0,195.0,2022.0,1787.7156741609822,222.03883059330627,3
The Bob's Burgers Movie,20th Century Studios,Comedy,17.279176507387938,3482424.0,45.0,2022.0,1807.006123471696,227.31884625528903,17
Marry Me,Universal,Romantic Comedy,16.926274530160228,2384503.0,51.0,2022.0,1809.3790544782469,259.2307436986901,15
Strange World,Walt Disney,Adventure,17.426232802818156,4034106.0,40.0,2022.0,1809.3628725086762,291.2307396071877,17
Elf,New Line,Comedy,14.758700247147045,280061.0,122.0,2022.0,1785.9575819329093,296.54038865998865,7
Sing 2,Universal,Adventure,18.273430939881695,9171927.0,24.0,2022.0,1772.6096740777884,320.01022794131325,20
Man of God,Fathom Events,Drama,13.73273854579205,88091.0,165.0,2022.0,1748.9716626321374,311.8711607407511,5
The Banshees of Inisherin,Searchlight Pictures,Drama,16.01814801475601,865918.0,82.0,2022.0,1730.9766070585208,312.2930314584494,13
Doctor Strange in the Multi...,Walt Disney,Action,19.834910276832108,44856227.0,4.0,2022.0,1694.1755617410258,302.82291722789915,25
King Richard,Warner Bros.,Drama,12.919159698869667,43364.0,192.0,2022.0,1694.2615190050951,274.8230491684109,3
Whitney Houston I Wanna Dan...,Sony Pictures,Drama,16.400029710188736,1268604.0,65.0,2022.0,1675.6656532122174,267.3633164651276,15
Lightyear,Walt Disney,Adventure,18.588795087880438,12901547.0,15.0,2022.0,1654.4784010331425,239.50473887939495,20
Amsterdam,20th Century Studios,Comedy,16.52008599572933,1630094.0,60.0,2022.0,1673.2559411644318,209.96825319443542,15
Radhe Shyam,Great India Films,Drama,14.403297222866392,172248.0,141.0,2022.0,1693.0449094081002,212.8659653697704,5
Where the Crawdads Sing,Sony Pictures,Drama,18.317880946854416,8634522.0,22.0,2022.0,1693.6026455704464,181.4899874499371,20
Ambulance,Universal,Thriller/Suspense,16.94144246122972,2180011.0,50.0,2022.0,1725.486500195551,162.71713965730854,17
The Godfather,Paramount Pictures,Drama,14.162401191267719,150336.0,151.0,2022.0,1746.7075716739928,168.51939140183492,5
Redeeming Love,Universal,Drama,16.036236795085586,881724.0,80.0,2022.0,1764.560511090339,166.22318709989042,13
The Worst Person in the World,Neon,Comedy,14.925647844636984,290409.0,118.0,2022.0,1771.6052835609062,184.941391630185,7
The Railway Children,Blue Fox Entertai...,Adventure,13.033385704885713,43773.0,187.0,2022.0,1768.9754362768533,194.58939159196768,3
After Ever Happy,Netflix,Drama,13.804538585412905,94649.0,161.0,2022.0,1774.609979886261,200.2684688333584,5
Twenty One Pilots: Cinema E...,Trafalgar Releasing,Concert/Perfor...,13.681979165339751,83732.0,166.0,2022.0,1781.083201829721,207.89063372731786,5
Orphan: First Kill,Paramount Pictures,Horror,15.50435596097963,518012.0,99.0,2022.0,1794.651701627115,204.44160295793907,9
Mississippi Masala,Goldwyn Entertain...,Drama,15.372697454383946,517497.0,104.0,2022.0,1812.4713219492714,201.89972735630465,9
2022 Oscar Shorts,ShortsHD,Multiple Genres,14.40421124946123,172406.0,140.0,2022.0,1822.484154871289,211.68457160012179,5
Mr. Malcolm's List,Bleecker Street,Romantic Comedy,14.449820268799725,180451.0,138.0,2022.0,1827.8057045293099,220.15104130344076,5
Sonic the Hedgehog 2,Paramount Pictures,Adventure,19.067118340434266,18265350.0,10.0,2022.0,1842.9198205534803,242.5243177020355,22
Avatar: The Way of Water,20th Century Studios,Action,19.868839120875503,40720293.0,3.0,2022.0,1851.2908905416407,288.7728332160855,25
Medieval,The Avenue Entert...,Action,14.133473259456583,149871.0,154.0,2022.0,1826.2636824700573,305.31486622722645,5
Lyle,Sony Pictures,Musical,17.659321979477976,4469200.0,35.0,2022.0,1815.7301202567967,324.6292149633182,17
Prey for the Devil,Lionsgate,Horror,16.801308297040332,1894956.0,56.0,2022.0,1793.76087139044,347.8961895033841,15
Tucker: The Man and His Dream,Paramount Pictures,Drama,15.47437500347073,572883.0,100.0,2022.0,1769.7807137673012,348.871915063893,9
Ponniyin Selvan: Part One,Sarigama Cinemas,Action,15.408412501758274,470622.0,102.0,2022.0,1753.2960277805607,341.6431442196512,9
Father Stu,Sony Pictures,Drama,16.864626145292902,2018821.0,52.0,2022.0,1729.3367891594041,340.24497230801717,15
Morbius,Sony Pictures,Action,18.117756835964254,8055129.0,26.0,2022.0,1695.164587365425,347.8120473407862,20
Three Thousand Years of Lon...,United Artists,Drama,15.930167325571803,903679.0,85.0,2022.0,1667.4743250133179,329.8607417929581,13
Cuando Sea Joven,Pantelion Films,Comedy,13.284529844794632,56270.0,180.0,2022.0,1668.455915630759,313.8908801824196,3
RRR: Rise  Roar  Revolt,Sarigama Cinemas,Action,16.449620670255463,1333101.0,64.0,2022.0,1654.1757131338238,302.93296903811245,15
She Said,Universal,Drama,15.577840358279385,557511.0,96.0,2022.0,1654.6409350367926,278.93747844964986,9
Till,United Artists,Drama,16.012757579493066,861263.0,83.0,2022.0,1636.1819225183183,266.9681486086434,13
X,A24,Horror,16.281019363520375,1126264.0,70.0,2022.0,1619.8027520537742,244.25861812266888,15
Spider-Man: No Way Home,Sony Pictures,Action,19.300848013396415,23074670.0,9.0,2022.0,1626.7895250185884,207.9242679353029,22
Brahmastra Part 1: Shiva,Fox Star India,Adventure,15.874635610343462,750153.0,86.0,2022.0,1655.6820039973425,188.17016308435478,13
Jurassic World: Dominion,Universal,Action,19.747360654111397,41096083.0,5.0,2022.0,1660.940228122745,150.53572301881064,25
Mack & Rita,Gravitas Ventures,Comedy,14.745885243705873,242627.0,124.0,2022.0,1692.6930603636622,154.50531300773565,7
Confess  Fletch,Paramount Pictures,Comedy,13.197177671482551,51564.0,182.0,2022.0,1701.190292419079,159.77760353429034,3
Belle,GKIDS,Adventure,15.206372720775477,384527.0,112.0,2022.0,1705.6511997058421,149.2056314334663,7
Puss in Boots: The Last Wish,Universal,Adventure,17.930028103728812,5858628.0,32.0,2022.0,1719.0937539087122,129.3235355554433,17
Ante Sundaraniki,Prime Media Pictures,Comedy,13.339086360915616,59425.0,176.0,2022.0,1732.6378755926344,144.03940344731805,3
Memory,Open Road,Action,15.807355505994064,701343.0,89.0,2022.0,1748.6326800747272,143.63169082840184,13
The Good House,Roadside Attractions,Comedy,14.612909639896252,212417.0,129.0,2022.0,1768.4115639567365,146.59745420095862,7
Moonfall,Lionsgate,Action,16.763137083082942,2078588.0,57.0,2022.0,1789.3786483158497,153.25938886574102,15
Bones and All,United Artists,Thriller/Suspense,15.874099563886878,749752.0,87.0,2022.0,1791.2515839307202,181.1966777854367,13
Petite maman,Neon,Drama,13.628053838763853,79336.0,170.0,2022.0,1807.5742878485917,188.78412378587078,5
Y Como Es El,Pantelion Films,Comedy,14.221399576209839,143601.0,147.0,2022.0,1817.573978774336,188.86274559956263,5
The Batman,Warner Bros.,Action,19.72724330302089,40277599.0,7.0,2022.0,1843.8311293773454,195.1525820211938,22
Carnal Knowledge,Avco Embassy,Drama,17.169991209406398,3122217.0,47.0,2022.0,1874.349931944775,219.4343177468426,17
Bros,Universal,Romantic Comedy,16.268940730446708,1112743.0,71.0,2022.0,1877.2590966022733,249.29293059130615,13
The 355,Universal,Thriller/Suspense,16.494506406235605,1394301.0,62.0,2022.0,1888.7764248977794,274.81451261385195,15
EO,Janus Films,Drama,12.994634545884495,42109.0,188.0,2022.0,1879.2597499629726,290.0930236075718,3
Paws of Fury: The Legend of...,Paramount Pictures,Adventure,16.695348249111063,1704438.0,58.0,2022.0,1887.294961297675,306.200021428602,15
Pearl,A24,Horror,16.058711290949137,901765.0,79.0,2022.0,1865.6458348765705,323.9571418371322,13
Nightmare Alley,Searchlight Pictures,Thriller/Suspense,15.139387879346065,399358.0,115.0,2022.0,1845.977735324709,320.3286628144465,7
Decision to Leave,MUBI,Drama,14.534999234860749,196495.0,134.0,2022.0,1835.5834460117549,314.33210132651,5
Selena,Warner Bros.,Drama,12.793859310432293,39258.0,199.0,2022.0,1835.5977625448597,322.33208851630474,3
Marcel the Shell with Shoes On,A24,Comedy,15.661395615180288,606095.0,94.0,2022.0,1839.575711796449,334.99202173195255,9
Deep in the Heart: A Texas ...,Fin and Fur Films,Documentary,13.082041257925725,45955.0,186.0,2022.0,1828.6308052881807,339.9122881399088,3
Crimes of the Future,Neon,Horror,14.712774217721568,234725.0,126.0,2022.0,1822.354031318197,347.69702375068806,7
Hansan: Rising Dragon,Well Go USA,Action,13.671510848926653,82860.0,167.0,2022.0,1812.58186431692,354.6615590617589,5
Evangelion: 3.0+1.01 Thrice...,GKIDS,Action,13.624519529666474,79056.0,171.0,2022.0,1806.8547726101674,360.2472927273078,3
Runway 34,Yash Raj Films,Thriller/Suspense,13.216989687059122,52595.0,181.0,2022.0,1802.0678829822918,363.8647072308639,3
The King's Man,20th Century Studios,Action,16.856103810348703,2281095.0,53.0,2022.0,1790.586837001293,377.72780873024664,15
2000 Mules,D'Souza Media,Documentary,14.197715227431187,140240.0,149.0,2022.0,1779.0193465824245,361.41238150907384,5
Everything Everywhere All A...,A24,Action,18.06412854962245,6699386.0,27.0,2022.0,1755.7593571477596,374.2569807236,20
Bodies Bodies Bodies,A24,Horror,13.524014555050513,71497.0,174.0,2022.0,1748.2336514143174,352.5230498040991,3
Alice,Roadside Attractions,Thriller/Suspense,12.82943288941684,35697.0,198.0,2022.0,1742.239832624345,352.7953296472267,3
Terrifier 2,Iconic Releasing,Horror,16.18014091025013,1018191.0,73.0,2022.0,1723.434521968703,367.6158188789505,13
Official Competition,IFC Films,Comedy,13.294510011459579,56835.0,178.0,2022.0,1707.4384046291393,367.2633560313845,3
Call Jane,Roadside Attractions,Drama,13.147582680537175,49068.0,183.0,2022.0,1701.9898654810272,369.77600824597545,3
Scream,Paramount Pictures,Horror,18.21784710545896,7812575.0,25.0,2022.0,1686.6234093336234,386.8895124303883,20
Blacklight,Briarcliff Entert...,Action,16.07634551751703,917808.0,76.0,2022.0,1665.2505749306406,361.74588600970924,13
Dune,Warner Bros.,Action,13.921640177785655,118168.0,156.0,2022.0,1658.1001209415285,345.2270783121304,5
Laal Singh Chaddha,Paramount Pictures,Drama,15.039675325550013,325486.0,116.0,2022.0,1648.9673164264814,337.4429995811607,7
West Side Story,20th Century Studios,Musical,16.000874632340768,945152.0,84.0,2022.0,1634.892101869154,323.2342580758337,13
Armageddon Time,Focus Features,Drama,14.436113927048508,177995.0,139.0,2022.0,1634.3096467105686,305.24368426652353,5
Uncharted,Sony Pictures,Adventure,18.81709716926722,16210340.0,13.0,2022.0,1613.686513084947,291.1126418612461,20
Firestarter,Universal,Horror,16.09167467060052,931986.0,75.0,2022.0,1598.142854005076,262.00259784876215,13
