title,artist,listType,listHighestRank,Tickets Sold,rank_each_year,releaseYear,x,y,rank
Captain Marvel,Walt Disney,Action,19.87189598825639,46597144.0,5.0,2019.0,1246.2941889307224,303.80154899043873,25
Friends 25th: The One With ...,Fathom Events,Comedy,14.874975490788389,314937.0,181.0,2019.0,1249.0449122621847,275.9369922713063,3
Bring the Soul: The Movie,Trafalgar Releasing,Documentary,15.38616606117589,525087.0,158.0,2019.0,1245.1500688799265,268.94913172406586,5
Honey Boy,Amazon Studios,Drama,14.907467079406276,325338.0,180.0,2019.0,1247.963817882065,261.4602855811034,3
Pavarotti,CBS Films,Documentary,15.36017568182233,511615.0,159.0,2019.0,1249.8213088228079,253.67891504596892,5
The Kitchen,Warner Bros.,Drama,16.315308447500374,1329698.0,124.0,2019.0,1258.1483224658432,245.038264388252,7
Dora and the Lost City of Gold,Paramount Pictures,Adventure,17.91778927801377,6602395.0,46.0,2019.0,1251.2531239112516,222.05008836463588,17
Playing with Fire,Paramount Pictures,Comedy,17.608905195543436,4847913.0,63.0,2019.0,1273.3701652930672,198.9235564042434,15
The Goldfinch,Warner Bros.,Drama,15.48935342011568,582164.0,154.0,2019.0,1293.364380402329,199.4045576148137,5
Uncut Gems,A24,Thriller/Suspense,17.414366393750615,3990871.0,73.0,2019.0,1304.5569053463553,185.30748751577005,13
Ad Astra,20th Century Fox,Thriller/Suspense,17.731293884514777,5479079.0,55.0,2019.0,1327.2929399431305,168.9651275021662,15
The Mule,Warner Bros.,Drama,17.481225601816604,4266820.0,70.0,2019.0,1356.5773378505937,162.45175363009625,15
Holmes & Watson,Sony Pictures,Comedy,14.628657870161495,246178.0,196.0,2019.0,1370.06805685607,174.36814992743726,3
Shaft,Warner Bros.,Comedy,16.87704063754868,2331901.0,103.0,2019.0,1382.066680056395,174.5499225783588,9
Uri: The Surgical Strike,PackYourBag Films,Action,15.247175672297193,456950.0,169.0,2019.0,1385.6006001573742,188.0965608594932,5
Crawl,Paramount Pictures,Horror,17.4794360609669,4259191.0,71.0,2019.0,1403.6005995755513,188.10113749787226,13
Arctic Dogs,Entertainment Stu...,Adventure,15.573583797160865,633324.0,151.0,2019.0,1413.7365315825377,202.97604530766225,5
The Wandering Earth,CMC Pictures,Action,15.586299508176031,641428.0,150.0,2019.0,1419.6750072860468,211.0218209892751,5
Cats,Universal,Musical,16.809746462516387,2180141.0,106.0,2019.0,1426.8713971494267,223.03064994693125,9
Happy Death Day 2U,Universal,Thriller/Suspense,17.15299148050327,3072940.0,86.0,2019.0,1424.9763545424307,244.94888011083066,13
Motherless Brooklyn,Warner Bros.,Drama,16.043128109480715,1012853.0,134.0,2019.0,1421.6294622019434,262.6349851557858,5
The Kid Who Would Be King,20th Century Fox,Adventure,16.63634107976338,1833055.0,115.0,2019.0,1424.0630924284367,274.385621050098,7
Bharat,Viva Entertainment,Action,14.80315813826213,293112.0,185.0,2019.0,1417.0477631641754,281.51199146665635,3
The Angry Birds Movie 2,Sony Pictures,Adventure,17.544981804103905,4547715.0,66.0,2019.0,1415.3860118325892,299.4351212857469,15
Jumanji: The Next Level,Sony Pictures,Adventure,19.07349818381526,20971019.0,11.0,2019.0,1397.8413581740995,329.720185723579,20
Gloria Bell,A24,Drama,15.540261435719005,612568.0,152.0,2019.0,1373.3755447225144,324.5797604345347,5
Dark Waters,Focus Features,Drama,16.17955559438473,1160904.0,128.0,2019.0,1361.376142776542,324.6995641865355,7
2019 Oscar Shorts,ShortsHD,Multiple Genres,15.077118012711514,385490.0,175.0,2019.0,1355.7378521360665,316.4406490850512,3
The Hustle,United Artists,Comedy,17.382703561751608,3866488.0,74.0,2019.0,1341.3980458367573,323.76380638423905,13
Missing Link,United Artists,Adventure,16.627893086319727,1817635.0,116.0,2019.0,1324.0924098948665,313.73809121539756,7
The Art of Self-Defense,Bleecker Street,Comedy,14.695516486680587,263200.0,190.0,2019.0,1320.3608538648127,304.46040348651974,3
Scary Stories to Tell in th...,Lionsgate,Horror,18.048849739258785,7526973.0,42.0,2019.0,1321.1324888909553,345.88409575116316,17
Knives Out,Lionsgate,Drama,18.683963432692984,14205180.0,21.0,2019.0,1284.4632237861142,350.8201869852163,20
Glass,Universal,Thriller/Suspense,18.525477312621977,12123195.0,24.0,2019.0,1244.5159840020015,348.7664017893913,20
Apollo 11,Neon,Documentary,16.01719451082243,986924.0,137.0,2019.0,1229.5831331296245,328.71621563505977,5
Jexi,Lionsgate,Comedy,15.694389023390803,714646.0,144.0,2019.0,1222.322794249746,321.83962641151834,5
Mission Mangal,FIP,Drama,15.113086540541477,399608.0,173.0,2019.0,1220.2608016351662,314.109931303856,3
Total Dhamaal,FIP,Comedy,14.589145885436505,236641.0,198.0,2019.0,1218.6622833454057,308.32678862212134,3
Mary Queen of Scots,Focus Features,Drama,15.723907073119914,736056.0,143.0,2019.0,1216.461732574328,300.6353923702105,5
Run the Race,Roadside Attractions,Drama,15.67561691229722,701355.0,146.0,2019.0,1219.1597154369642,291.006223741875,5
Maleficent: Mistress of Evil,Walt Disney,Adventure,18.545503273021694,12368421.0,23.0,2019.0,1220.3207048097736,266.03319621864057,20
IP Man: The Finale,Well Go USA,Action,14.86866372836428,312955.0,182.0,2019.0,1242.3367687254151,259.377902862042,3
Judy,Roadside Attractions,Drama,16.994720178462714,2623117.0,92.0,2019.0,1231.9483544939815,239.46634162835576,9
Zombieland: Double Tap,Sony Pictures,Comedy,18.10634761273917,7972442.0,39.0,2019.0,1217.5147071162296,217.84066653196362,17
Cold Pursuit,Lionsgate,Thriller/Suspense,17.28557651005499,3508609.0,79.0,2019.0,1237.4442164653465,195.41713743631357,13
Captive State,Focus Features,Thriller/Suspense,15.600298280948426,650471.0,149.0,2019.0,1254.9353533703961,191.1674162961907,5
Spies in Disguise,20th Century Fox,Adventure,17.666560327067007,5135635.0,58.0,2019.0,1260.326308577443,171.90767585257055,15
The Biggest Little Farm,Neon,Documentary,15.28977367097749,476835.0,164.0,2019.0,1278.761120500114,179.66381596062325,5
Toy Story 4,Walt Disney,Adventure,19.88864266426699,47384062.0,4.0,2019.0,1292.8511726195197,148.62392145074773,25
Star Wars: The Rise of Skyw...,Walt Disney,Adventure,19.783466515874455,42653519.0,6.0,2019.0,1336.5563678151464,131.3364718727392,22
Instant Family,Paramount Pictures,Comedy,14.739067228854395,274916.0,189.0,2019.0,1357.8136620151754,144.49426208589466,3
Jay and Silent Bob Reboot,Fathom Events,Comedy,14.996876952065618,355766.0,178.0,2019.0,1363.6470858215782,145.89824452698582,3
Serenity,Aviron Pictures,Thriller/Suspense,15.96109616713956,933083.0,138.0,2019.0,1371.1287330782761,148.7310795603656,5
Avengers: Endgame,Walt Disney,Action,20.57054929491842,93708843.0,1.0,2019.0,1401.0325916459012,146.33123732232627,25
The Upside,STX Entertainment,Comedy,18.499819938965853,11816102.0,27.0,2019.0,1434.4728949014202,176.4434627163242,20
Amazing Grace,Neon,Documentary,15.308516671410395,485857.0,162.0,2019.0,1422.6696618832807,198.48169518445792,5
47 Meters Down: Uncaged,Entertainment Stu...,Thriller/Suspense,16.918342334261197,2430229.0,99.0,2019.0,1434.1105545659314,206.55052252330168,9
Queen & Slim,Universal,Drama,17.522204021226507,4445300.0,68.0,2019.0,1450.86095853539,223.73842428180447,15
They Shall Not Grow Old,Warner Bros.,Documentary,16.32128740225065,1337672.0,123.0,2019.0,1444.9763508979047,244.93680612931468,7
Midsommar,A24,Horror,17.127015262070184,2994144.0,87.0,2019.0,1441.888279523856,264.6969633956115,13
Free Solo,Greenwich,Documentary,15.622799157006952,665273.0,147.0,2019.0,1434.1189503738615,280.9338819628471,5
Alita: Battle Angel,20th Century Fox,Action,18.26648251299457,9357009.0,33.0,2019.0,1447.3721650690582,298.4938449537824,17
The Lighthouse,A24,Horror,16.195919282918954,1180056.0,127.0,2019.0,1430.4272739681555,315.4900405745249,7
Breakthrough,20th Century Fox,Drama,17.52206002382828,4444659.0,69.0,2019.0,1431.9804767915477,337.43514392332247,15
Hustlers,STX Entertainment,Drama,18.469118331688318,11458841.0,29.0,2019.0,1412.900527770172,366.77718791043594,20
"My People, My Country",CMC Pictures,Drama,14.658546061687478,253647.0,193.0,2019.0,1394.8487770226716,352.5246690120054,3
The Art of Racing in the Rain,20th Century Fox,Drama,17.08898130484422,2882403.0,89.0,2019.0,1379.541391343757,357.1812711720525,13
Tod@s Caen,Lionsgate,Romantic Comedy,14.797935412326844,291585.0,187.0,2019.0,1377.9463775046581,341.26097183902857,3
Terminator: Dark Fate,Paramount Pictures,Action,17.946718521806357,6796187.0,44.0,2019.0,1350.2140341576344,363.4984003046245,17
UglyDolls,STX Entertainment,Adventure,16.81872680658321,2199807.0,105.0,2019.0,1325.4816686486195,371.51775790536044,9
Cold War,Amazon Studios,Drama,15.275968068287034,470298.0,166.0,2019.0,1312.5545349764695,366.14288906767047,5
The Farewell,A24,Drama,16.68910220282913,1932366.0,112.0,2019.0,1301.818410983414,371.5034526206688,7
Isn't it Romantic,Warner Bros.,Romantic Comedy,17.703060260251974,5326549.0,56.0,2019.0,1285.109080554523,385.81422746405644,15
Followed,Global View Enter...,Horror,13.195946497561621,57192.0,120.0,2020.0,1490.8131998652889,246.75133733623326,7
Love and Monsters,Paramount Pictures,Adventure,13.883836273618924,116762.0,87.0,2020.0,1491.89428094637,226.7805771179509,13
The Silencing,Saban Films,Thriller/Suspense,11.520357776787524,10986.0,200.0,2020.0,1499.055358907101,241.0885805579957,3
The Santa Clause,Walt Disney,Adventure,13.467370516475379,76990.0,108.0,2020.0,1506.3366971328464,250.6270350262152,9
Coco,Walt Disney,Musical,13.506264307596652,80043.0,105.0,2020.0,1492.9082656509922,262.6135786455053,9
Bloodshot,Sony Pictures,Action,16.12027198103309,1092888.0,39.0,2020.0,1480.4824530491803,285.45212459713395,17
2020 Oscar Shorts,ShortsHD,Multiple Genres,15.010870780251963,351195.0,62.0,2020.0,1449.0590663751864,291.499501709292,15
Half Brothers,Focus Features,Comedy,14.516700310167405,214256.0,72.0,2020.0,1424.4422035175892,278.157460521743,13
Pinocchio,Roadside Attractions,Adventure,13.570319486466328,83162.0,101.0,2020.0,1416.3782504736098,257.6886388335144,9
Fantastic Fungi,Area 23a,Documentary,11.768574927840698,13722.0,187.0,2020.0,1420.8138860991326,246.53852060106533,3
63 Up,BritBox,Documentary,12.12236489645669,19547.0,168.0,2020.0,1419.7741097014684,238.60637933638398,5
Wendy,Searchlight Pictures,Drama,11.874215741855503,15251.0,179.0,2020.0,1424.2917357795302,232.0040271329025,3
Impractical Jokers: The Movie,truTV,Comedy,16.163651160697817,1112230.0,36.0,2020.0,1422.0236750374115,212.1330457663454,17
I Still Believe,Lionsgate,Drama,16.158277824836997,1135223.0,37.0,2020.0,1453.6890718510083,199.75150124890132,17
The Grudge,Sony Pictures,Horror,16.099120251414895,1070014.0,40.0,2020.0,1487.584875326809,197.0917067587389,17
And Then We Danced,Music Box Films,Drama,12.08538414309007,18837.0,170.0,2020.0,1503.0973064132545,212.69185040513779,5
Wild Mountain Thyme,Bleecker Street,Drama,12.271115726855841,23276.0,162.0,2020.0,1508.8874833106274,220.84500019507357,5
Fantasy Island,Sony Pictures,Horror,17.090455968558622,2883509.0,19.0,2020.0,1530.123125559798,234.03770644759223,20
Harriet,Focus Features,Drama,13.189002815070436,58282.0,122.0,2020.0,1519.9431844250469,259.04508132967464,7
Relic,IFC Midnight,Thriller/Suspense,13.86151876082717,114185.0,88.0,2020.0,1510.0371062116426,276.41947669843245,13
The Way Back,Warner Bros.,Drama,16.424882607339985,1444262.0,31.0,2020.0,1507.3421229387013,306.2981825800226,17
Lupin III: The First,GKIDS,Adventure,11.8427039195653,14778.0,182.0,2020.0,1487.4526747874818,304.19821776128174,3
Tenet,Warner Bros.,Action,17.87671474426016,6329788.0,11.0,2020.0,1472.3536706949171,321.54814788830856,20
My Hero Academia: Heroes: R...,FUNimation,Adventure,16.42217942705706,1440364.0,32.0,2020.0,1435.3707499962552,320.42405865853993,17
Ordinary Love,Bleecker Street,Drama,12.687535367864804,35298.0,143.0,2020.0,1430.506112885513,298.96863263665006,5
The Forgotten Carols,Purdie Distribution,Musical,13.12561608162165,53308.0,127.0,2020.0,1418.623763345911,297.2923959532672,7
Made in Italy,IFC Films,Drama,11.526226611209356,10769.0,198.0,2020.0,1412.8171126573923,289.15097053866515,3
A Christmas Story,MGM,Comedy,15.175561298051816,424906.0,58.0,2020.0,1396.619187286047,281.3006703110097,15
The Turning,Universal,Horror,16.554592585906764,1687325.0,28.0,2020.0,1389.3987211249573,247.05355556514306,20
Fatale,Lionsgate,Thriller/Suspense,14.943582614844006,336935.0,63.0,2020.0,1390.0237603890193,212.0591370684973,15
A Hidden Life,Fox Searchlight,Drama,13.030835635155421,49756.0,131.0,2020.0,1404.7425743902436,198.5182170703078,5
Frozen,Walt Disney,Musical,12.2783933071098,23446.0,159.0,2020.0,1412.554423095506,192.27521940844002,5
The Assistant,Bleecker Street,Drama,13.911102516247132,116929.0,85.0,2020.0,1427.7917763227217,182.69278409015772,13
Frozen II,Walt Disney,Adventure,17.108901657741452,2937191.0,18.0,2020.0,1454.0868426017878,162.75363944000992,20
Portrait of a Lady on Fire,Neon,Drama,15.139890684824948,410016.0,59.0,2020.0,1489.0065318701609,165.12330215868502,15
Queen & Slim,Universal,Drama,14.943476126137455,336899.0,64.0,2020.0,1514.855541888766,180.3492235120232,15
Sarileru Neekevvaru,Great India Films,Action,13.618278388434565,87247.0,99.0,2020.0,1514.3359309228078,204.3435979452952,9
The Kid Detective,Sony Pictures,Black Comedy,12.805288195649837,39709.0,138.0,2020.0,1527.4746040383116,209.17839564157384,5
The Empty Man,20th Century Studios,Horror,14.912687817470387,326684.0,65.0,2020.0,1546.5364811811141,203.12489749647602,15
The Wretched,IFC Midnight,Horror,14.411838420543504,192926.0,74.0,2020.0,1562.2097127502927,226.32726401756398,13
Monsters  Inc.,Walt Disney,Adventure,13.495305293806933,79171.0,106.0,2020.0,1555.8650857103353,247.39253657036616,9
Cut Throat City,Well Go USA,Drama,13.65990181568039,93336.0,98.0,2020.0,1543.0265503881446,260.0088756107085,9
Always & Forever,RLJ Entertainment,Thriller/Suspense,11.878686009555064,15720.0,178.0,2020.0,1531.409453414702,257.0017078552237,3
Brahms: The Boy II,STX Entertainment,Horror,16.350122508611918,1375303.0,34.0,2020.0,1538.5890620548328,285.6273981538163,17
National Lampoon's Christma...,Warner Bros.,Comedy,15.34020245281617,500951.0,54.0,2020.0,1537.279648409295,317.6005968662517,15
Toy Story,Walt Disney,Adventure,13.676599003906453,94907.0,96.0,2020.0,1517.0011843406562,330.4374148137385,9
Yellow Rose,Sony Pictures,Drama,12.815427806857327,39091.0,137.0,2020.0,1503.2310886453158,327.91066501584214,5
The Nest,IFC Films,Drama,11.833935924870453,15032.0,183.0,2020.0,1496.7289809123827,323.2499145366454,3
Jojo Rabbit,Fox Searchlight,Black Comedy,16.282877278622745,1285862.0,35.0,2020.0,1497.1132642858956,349.04292057712297,17
Downhill,Searchlight Pictures,Drama,15.930205940730842,903714.0,44.0,2020.0,1464.2188597464708,357.6428130181174,17
Archenemy,RLJ Entertainment,Action,11.52643381499502,10771.0,197.0,2020.0,1457.2517690517707,338.89555595870144,3
Dr. Seuss' The Grinch,Universal,Adventure,12.273731294003989,23336.0,161.0,2020.0,1449.398196635454,337.37194173532646,5
Alita: Battle Angel,20th Century Fox,Action,11.759785542901755,13958.0,188.0,2020.0,1441.661851701745,339.4088430747818,3
Ford v. Ferrari,20th Century Fox,Drama,15.84995708726709,834025.0,46.0,2020.0,1427.4599371702113,353.4909460299165,17
Hocus Pocus,Walt Disney,Comedy,15.379421884957786,520989.0,53.0,2020.0,1405.0485045037685,330.64958692329816,15
Just Mercy,Warner Bros.,Drama,17.391602568273598,3896796.0,14.0,2020.0,1376.7207080131286,310.09390775707044,20
Infidel,Cloudburst Entert...,Thriller/Suspense,15.214718676430588,430604.0,57.0,2020.0,1367.011041053644,276.46769227664663,15
The Hunt,Universal,Thriller/Suspense,15.575521328877748,633860.0,49.0,2020.0,1352.4106404698146,247.99264525663773,17
Star Wars Ep. V: The Empire...,20th Century Fox,Adventure,14.273067674736135,172323.0,77.0,2020.0,1363.1699601420094,219.98841271597473,13
The Muppet Christmas Carol,Walt Disney,Comedy,11.5655179150894,11494.0,193.0,2020.0,1372.7082876798822,207.1423896823563,3
21 Bridges,STX Entertainment,Thriller/Suspense,12.523580474879196,29960.0,153.0,2020.0,1374.5709541210667,199.3622564104332,5
Synchronic,Well Go USA,Thriller/Suspense,13.364011458949204,69429.0,112.0,2020.0,1383.2882920368515,191.11555891009885,7
Hope Gap,Roadside Attractions,Drama,11.559159985309764,11421.0,194.0,2020.0,1392.777397957599,194.27100956330708,3
Bad Boys For Life,Sony Pictures,Action,19.135676765707714,22292023.0,1.0,2020.0,1396.0657555573791,161.77724904089223,25
First Cow,A24,Drama,11.52354883660736,10740.0,199.0,2020.0,1423.5210572497742,167.27328479219207,3
The Rental,IFC Films,Thriller/Suspense,14.308710559039026,178576.0,76.0,2020.0,1428.47755481578,141.9410379905651,13
Tulsa,Self Distributed,Drama,12.932465996383666,43944.0,135.0,2020.0,1446.2385493911734,139.0175004599605,5
Dark Waters,Focus Features,Drama,13.12676368184881,54766.0,126.0,2020.0,1457.8576947416818,136.01825700139392,7
News of the World,Universal,Western,15.128473184041987,405362.0,60.0,2020.0,1479.8511595469274,136.55445273097843,15
The Traitor,Sony Pictures Cla...,Drama,12.598205945362468,32282.0,148.0,2020.0,1497.0265241800378,146.8017377235852,5
Joker,Warner Bros.,Thriller/Suspense,14.333589810441573,183075.0,75.0,2020.0,1514.147446053101,152.3581785103175,13
Alone,Magnolia Pictures,Thriller/Suspense,13.196279045354498,57211.0,119.0,2020.0,1530.0710620519453,164.45935421854298,7
Incitement,Greenwich,Thriller/Suspense,11.851581030678629,14910.0,180.0,2020.0,1531.8110505091445,174.30681278249818,3
Baaghi 3,FIP,Action,13.489003107537295,76667.0,107.0,2020.0,1542.6575200029167,179.4404371864323,9
Jumanji: The Next Level,Sony Pictures,Adventure,18.64171575385472,13602694.0,4.0,2020.0,1576.5450385969273,176.6770907476766,25
Elf,New Line,Comedy,13.715690222682063,98691.0,93.0,2020.0,1577.653358082357,210.65902165099956,9
The War with Grandpa,101 Studios,Comedy,16.752639038326542,2056881.0,26.0,2020.0,1594.1854352776224,234.48527657303435,20
Created Equal: Clarence Tho...,Manifold Productions,Documentary,12.550190579176935,29983.0,151.0,2020.0,1570.4484793813335,242.33109869551686,5
The Gentlemen,STX Entertainment,Action,17.4120498075279,3977295.0,13.0,2020.0,1574.7178422957415,269.42827048442985,20
The Wolf of Snow Hollow,Orion Classics,Horror,12.128251634726105,19662.0,166.0,2020.0,1560.1942049240804,289.77683204284193,5
Murder in the Woods,Rezinate Entertai...,Horror,11.601842524991945,11615.0,192.0,2020.0,1555.5219073462042,296.2706472037294,3
Save Yourselves!,Bleecker Street,Comedy,12.615403604930187,32004.0,145.0,2020.0,1551.6962520328966,303.2966248171126,5
The Addams Family,United Artists,Adventure,13.428267416801962,74037.0,110.0,2020.0,1560.9737939914137,313.7812428458227,9
The Tax Collector,RLJ Entertainment,Action,13.858773091943887,113872.0,89.0,2020.0,1558.676450217149,335.6609643153215,13
Come Play,Focus Features,Horror,16.06738534449502,1036591.0,41.0,2020.0,1532.900207180341,351.0097523752112,17
The Polar Express,Warner Bros.,Adventure,13.19188944005294,58451.0,121.0,2020.0,1514.1306721540209,365.96650853741886,7
Spell,Paramount Pictures,Horror,13.122571355775328,53146.0,128.0,2020.0,1501.792494680341,372.58235138833203,7
Promising Young Woman,Focus Features,Black Comedy,14.00462565299903,131753.0,82.0,2020.0,1483.4864142809363,380.6376242211128,13
Missão: Vingança,Saban Films,Black Comedy,12.536735181331416,30357.0,152.0,2020.0,1465.516085251718,379.60453439847686,5
The Last Vermeer,Sony Pictures Cla...,Drama,13.437728707956047,72835.0,109.0,2020.0,1451.5353785862687,380.3392732191883,9
Maleficent: Mistress of Evil,Walt Disney,Adventure,13.361172382250283,69233.0,113.0,2020.0,1436.1775952173157,375.8516803240705,7
The SpongeBob Movie: Sponge...,Paramount Pictures,Adventure,15.386371869760081,524622.0,52.0,2020.0,1415.4197429988985,383.1394489317003,15
Legend of Deification,Well Go USA,Adventure,12.276857244248134,22812.0,160.0,2020.0,1408.3686651309406,364.4236187096666,5
Judy,Roadside Attractions,Drama,12.585214311968823,31865.0,149.0,2020.0,1405.5015507047212,354.8434488329386,5
Chhapaak,FIP,Drama,13.31188230421223,64222.0,114.0,2020.0,1394.5338389007204,349.974229410446,7
Dolittle,Universal,Adventure,18.15992702685692,8402079.0,7.0,2020.0,1365.540133231793,350.5784078473391,22
The Song of Names,Sony Pictures Cla...,Drama,13.700749327053618,97227.0,95.0,2020.0,1350.882913953868,323.26237001168613,9
Underwater,20th Century Fox,Thriller/Suspense,16.665701203894045,1885613.0,27.0,2020.0,1338.6452637698897,296.97092809659574,20
Clemency,Neon,Drama,12.571906022695483,31444.0,150.0,2020.0,1347.2335865158127,273.4924121210947,5
The Call of the Wild,20th Century Studios,Adventure,17.948151816824264,6798513.0,9.0,2020.0,1315.8879131262966,261.6707440788805,22
Demon Slayer The Movie: Mug...,FUNimation,Adventure,17.725301113329103,4796971.0,25.0,2021.0,1649.3426480141595,252.9666940968241,20
West Side Story,20th Century Studios,Musical,17.20451510824742,3149461.0,37.0,2021.0,1632.7426480141596,219.8994898001195,17
Escape From Mogadishu,Well Go USA,Action,12.7443130271435,32942.0,162.0,2021.0,1610.74266130188,219.87531006653913,5
The Boss Baby: Family Business,Universal,Adventure,17.863816068234982,6248667.0,21.0,2021.0,1604.8602723627776,195.5772134256677,20
Wonder Woman 1984,Warner Bros.,Action,16.984848389108212,2594517.0,45.0,2021.0,1640.8219614477841,186.87336840445371,17
SAS: Red Notice,Vertical Entertai...,Action,11.893612790194467,14070.0,197.0,2021.0,1647.0161806081605,205.8899834816231,3
12 Mighty Orphans,Sony Pictures Cla...,Drama,15.120790885659805,402259.0,89.0,2021.0,1661.7307248593013,212.17346877891038,13
CS Lewis: The Most Reluctan...,Trafalgar Releasing,Drama,14.001990124906893,115865.0,118.0,2021.0,1665.9951016056064,231.7135581074056,7
Spencer,Neon,Drama,15.773720750382385,681406.0,76.0,2021.0,1681.2705064469342,244.62332212281393,13
Top Gun,Paramount Pictures,Action,13.033700455546775,49899.0,150.0,2021.0,1673.1247194601842,260.67468201431507,5
Beans,Mongrel Media,Drama,12.050634470569976,16462.0,192.0,2021.0,1667.8199782774798,266.66298068626855,3
Long Weekend,Sony Pictures,Romantic Comedy,13.833872932908507,97936.0,123.0,2021.0,1663.7539249690485,275.799019789348,7
American Underdog: The Kurt...,Lionsgate,Drama,16.31806064292487,1174385.0,62.0,2021.0,1645.269368188084,287.7288630662438,15
Free Guy,20th Century Studios,Action,18.616466237130275,13263533.0,10.0,2021.0,1611.7789954791947,303.45765627550435,22
Flag Day,United Artists,Drama,12.959060611375184,46310.0,153.0,2021.0,1590.5045539264513,286.83243036368856,5
The Forever Purge,Universal,Horror,17.611881268594594,4857061.0,30.0,2021.0,1565.7004439004652,289.95591012491155,20
In the Earth,Neon,Horror,13.923218117159326,107088.0,120.0,2021.0,1563.736723270875,263.02741589874057,7
The Reckoning,RLJ Entertainment,Horror,11.874313285837465,13801.0,200.0,2021.0,1566.3451568380794,253.3736045102018,3
The Little Things,Warner Bros.,Thriller/Suspense,16.54615334700963,1673146.0,55.0,2021.0,1556.8829004000836,238.0613315534653,15
Space Jam: A New Legacy,Warner Bros.,Comedy,18.07243061141784,7698171.0,18.0,2021.0,1565.804607056858,204.21752635472222,20
2021 Oscar Shorts,ShortsHD,Multiple Genres,13.001437909475449,42600.0,152.0,2021.0,1582.0923223614222,185.2514954004751,5
I Carry You With Me,Sony Pictures Cla...,Drama,12.022167836052882,16000.0,193.0,2021.0,1588.0349965667294,179.89569263248822,3
Respect,United Artists,Drama,17.005097582937015,2647589.0,44.0,2021.0,1593.0131878569737,160.5251580121496,17
Promare,GKIDS,Adventure,12.27987128413092,23480.0,185.0,2021.0,1608.7221204088664,172.9037458993073,3
The Dry,IFC Films,Thriller/Suspense,12.805999211622746,39737.0,159.0,2021.0,1616.6954754504623,173.55613334604269,5
Shiva Baby,Utopia,Comedy,11.978506830405376,15316.0,194.0,2021.0,1621.6390185016107,179.84591729316207,3
Reminiscence,Warner Bros.,Thriller/Suspense,15.176536597054913,425321.0,88.0,2021.0,1628.157708935431,159.67747334098226,13
New Order,Neon,Thriller/Suspense,12.625332171660485,29246.0,170.0,2021.0,1645.2493104444984,165.32345933593805,5
The Sparks Brothers,Focus Features,Documentary,13.382671683683604,62372.0,138.0,2021.0,1654.3310181878799,169.5094579579882,5
National Champions,STX Entertainment,Drama,13.072096924056074,45720.0,147.0,2021.0,1660.6215985056217,177.28304138302707,5
Limbo,Focus Features,Drama,12.321207734022375,21577.0,183.0,2021.0,1660.7585391491925,185.28186925091737,3
Spirit Untamed,Universal,Adventure,16.689990879873918,1703482.0,48.0,2021.0,1680.457920384427,188.73648629899827,17
Dream Horse,Bleecker Street,Drama,14.884806628298318,280127.0,95.0,2021.0,1683.6024612891638,214.54562930101284,9
In the Heights,Warner Bros.,Musical,17.215879830171758,3268830.0,36.0,2021.0,1706.0349173111078,227.69039696056262,17
Groundhog Day,Sony Pictures,Romantic Comedy,12.211005459175512,21918.0,189.0,2021.0,1697.2374309432246,245.65158382577027,3
Our Friend,Gravitas Ventures,Drama,13.396216772932133,71702.0,137.0,2021.0,1696.8481044533185,253.6421047652496,5
The Father,Sony Pictures Cla...,Drama,14.567394461733954,231296.0,108.0,2021.0,1688.9859909128777,265.2260233888078,9
News of the World,Universal,Western,16.007293132204097,976135.0,69.0,2021.0,1681.946012134908,288.17027536628,15
Anita,CMC Pictures,Drama,13.191135424511371,51499.0,142.0,2021.0,1663.511673350114,295.9275399336029,5
Cry Macho,Warner Bros.,Drama,16.14869604647553,991417.0,65.0,2021.0,1657.657588968814,315.05160059175336,15
The King's Man,20th Century Studios,Action,16.604140184219883,1773034.0,51.0,2021.0,1633.7762002113009,333.20867279551254,15
PAW Patrol: The Movie,Paramount Pictures,Adventure,17.507569228011366,3858401.0,33.0,2021.0,1602.8480105839299,341.4212903059887,17
No Time to Die,United Artists,Action,18.89549781373355,17532388.0,7.0,2021.0,1565.0154742993195,331.95032423733255,22
The Eyes of Tammy Faye,Searchlight Pictures,Drama,14.692697401860821,262173.0,103.0,2021.0,1543.984122598886,309.1757277392017,9
American Skin,Vertical Entertai...,Drama,12.550838962404754,27147.0,173.0,2021.0,1543.863195108623,297.17633706541756,3
The Emperor's New Groove,Walt Disney,Adventure,12.718896271958837,36423.0,164.0,2021.0,1540.7007714775073,289.8279306546805,5
The War with Grandpa,101 Studios,Comedy,14.697741794655846,263498.0,102.0,2021.0,1540.3724159636467,275.8317818037816,9
Licorice Pizza,United Artists,Drama,15.669131687482643,613739.0,79.0,2021.0,1534.3435912381838,254.6739635696241,13
Monster Hunter,Sony Pictures,Action,16.13239956052692,1106223.0,66.0,2021.0,1528.9161236016241,227.2050248377747,15
Final Account,Focus Features,Documentary,12.641018882960507,29709.0,169.0,2021.0,1542.102380996143,212.16765086738025,5
The Card Counter,Focus Features,Thriller/Suspense,14.790943401514852,255030.0,100.0,2021.0,1537.272893194403,199.02702502334816,9
C'mon C'mon,A24,Drama,14.501424139012325,190921.0,109.0,2021.0,1545.8315116106905,183.19193579706393,9
House of Gucci,United Artists,Drama,17.707810883700347,4713800.0,26.0,2021.0,1556.2742784566522,156.1373868154068,20
